walsCode,isoCode,glottocode,Name,genus,family,macroarea,countrycodes
frd,frd,ford1242,Fordata,Central Malayo-Polynesian,Austronesian,Papunesia,ID
fre,fra,stan1290,French,Romance,Indo-European,Eurasia,CH FR
fri,frs,east2288,Frisian,Germanic,Indo-European,Eurasia,DE NL
frw,fry,west2354,Frisian (Western),Germanic,Indo-European,Eurasia,NL
fsl,fse,finn1310,Finnish Sign Language,Sign Languages,other,Eurasia,FI
fua,fub,adam1253,Fula (Cameroonian),Northern Atlantic,Niger-Congo,Africa,CM
fue,fud,east2447,Futuna (East),Oceanic,Austronesian,Papunesia,WF
ful,fun,fuln1247,Fulniô,Yatê,Yatê,South America,BR
fum,ffm,maas1239,Fulfulde (Maasina),Northern Atlantic,Niger-Congo,Africa,ML
fur,fvr,furr1244,Fur,Fur,Fur,Africa,SD
fus,fuc,pula1263,Fula (Senegal),Northern Atlantic,Niger-Congo,Africa,SN
fut,fut,futu1245,Futuna-Aniwa,Oceanic,Austronesian,Papunesia,VU
fuz,cdo,mind1253,Fuzhou,Chinese,Sino-Tibetan,Eurasia,MY TH CN
fye,pym,fyam1238,Fyem,Platoid,Niger-Congo,Africa,NG
ga,gaa,gaaa1244,Gã,Kwa,Niger-Congo,Africa,GH
gaa,gbu,gaga1251,Gaagudju,Gaagudju,Gaagudju,Australia,AU
gad,ged,gade1242,Gade,Nupoid,Niger-Congo,Africa,NG
gae,gla,scot1245,Gaelic (Scots),Celtic,Indo-European,Eurasia,GB
gag,gag,gaga1249,Gagauz,Turkic,Altaic,Eurasia,MD
gah,gah,alek1238,Gahuku,Eastern Highlands,Trans-New Guinea,Papunesia,PG
gal,adi,damu1236,Galo,Tani,Sino-Tibetan,Eurasia,IN
gam,gmo,gamo1244,Gamo,North Omotic,Afro-Asiatic,Africa,ET
gan,apq,apuc1241,Great Andamanese,Great Andamanese,Great Andamanese,Eurasia,IN
gap,pwg,gapa1238,Gapapaiwa,Oceanic,Austronesian,Papunesia,PG
gar,grt,garo1247,Garo,Bodo-Garo,Sino-Tibetan,Eurasia,IN
gau,bar,bava1246,German (Upper Austrian),Germanic,Indo-European,Eurasia,AT
gav,gvo,gavi1246,Gavião,Monde,Tupian,South America,BR
gay,gay,gayo1244,Gayo,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,ID
gba,bar,bava1246,German (Bavarian),Germanic,Indo-European,Eurasia,DE AT
gbb,gbp,gbay1287,Gbeya Bossangoa,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,CF
gbc,pov,uppe1455,Guinea Bissau Crioulo,Creoles and Pidgins,other,Africa,GW
gbe,gsw,swis1247,German (Bern),Germanic,Indo-European,Eurasia,CH
gbk,gya,nort2775,Gbaya Kara,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,CM CF
gbl,deu,stan1295,German (Berlin),Germanic,Indo-European,Eurasia,DE
gcy,ell,mode1248,Greek (Cypriot),Greek,Indo-European,Eurasia,CY
gdb,gbj,bodo1267,Gutob,Munda,Austro-Asiatic,Eurasia,IN
gdf,gdf,gudu1252,Guduf,Biu-Mandara,Afro-Asiatic,Africa,CM NG
gdi,god,godi1239,Godié,Kru,Niger-Congo,Africa,CI
gdk,gdb,pott1240,Gadaba (Kondekor),Central Dravidian,Dravidian,Eurasia,IN
gdl,gcf,guad1242,Guadeloupe Creole,Creoles and Pidgins,other,North America,GP
gdr,gid,gida1247,Gidar,Biu-Mandara,Afro-Asiatic,Africa,CM
gds,gaj,gads1258,Gadsup,Eastern Highlands,Trans-New Guinea,Papunesia,PG
gel,nlg,gela1263,Gela,Oceanic,Austronesian,Papunesia,SB
geo,kat,nucl1302,Georgian,Kartvelian,Kartvelian,Eurasia,GE
ger,deu,stan1295,German,Germanic,Indo-European,Eurasia,AT DE CH
gfr,gcr,guia1246,Guianese French Creole,Creoles and Pidgins,other,South America,GF
ggd,ggd,guga1239,Gugadj,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU
ggu,gnr,gure1255,Gureng Gureng,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU
gha,deu,stan1295,German (Hannover),Germanic,Indo-European,Eurasia,DE
ghb,guh,guah1255,Guahibo,Guahiban,Guahiban,South America,CO
gho,aaa,ghot1243,Ghotuo,Edoid,Niger-Congo,Africa,NG
ghr,bfu,gahr1239,Bunan,Bodic,Sino-Tibetan,Eurasia,IN
gid,bdy,band1339,Gidabal,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU
gil,glk,gila1241,Gilaki,Iranian,Indo-European,Eurasia,IR
gim,bcq,benc1235,Gimira,North Omotic,Afro-Asiatic,Africa,ET
gir,glj,gula1265,Gula Iro,Adamawa,Niger-Congo,Africa,TD
git,git,gitx1241,Gitksan,Tsimshianic,Penutian,North America,CA
giz,giz,maro1246,Giziga,Biu-Mandara,Afro-Asiatic,Africa,CM
gji,gue,guri1247,Gurindji,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
gjj,gub,guaj1255,Guajajara,Tupi-Guaraní,Tupian,South America,BR
gku,pue,puel1244,Gününa Küne,Puelche,Chon,South America,AR
gla,gio,gela1261,Gelao,Kadai,Tai-Kadai,Eurasia,VN
glc,glg,gali1258,Galician,Romance,Indo-European,Eurasia,ES
gll,gbi,gale1259,Galela,North Halmaheran,West Papuan,Papunesia,ID
gln,gvf,goli1247,Golin,Chimbu,Trans-New Guinea,Papunesia,PG
glp,dhg,dhan1270,Gaalpu,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
gma,deu,stan1295,German (Mansfeldisch),Germanic,Indo-European,Eurasia,DE
gmb,gum,guam1248,Guambiano,Barbacoan,Barbacoan,South America,CO
gml,kld,gami1243,Gamilaraay,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU
gmt,gnn,guma1253,Gumatj,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
gmw,gvs,guma1254,Gumawana,Oceanic,Austronesian,Papunesia,PG
gmz,guk,gumu1244,Gumuz,Gumuz,Gumuz,Africa,ET SD
gna,gva,guan1268,Guana,Mascoian,Mascoian,South America,PY
gnb,wlg,kunb1251,Gunbalang,Gunwinygic,Gunwinyguan,Australia,AU
gnd,gqa,gaan1243,Ga'anda,Biu-Mandara,Afro-Asiatic,Africa,NG
gnn,gww,kwin1241,Gunin,Worrorran,Worrorran,Australia,AU
gno,gvc,guan1269,Guanano,Tucanoan,Tucanoan,South America,BR CO
gny,gyy,guny1241,Gunya,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU
goa,guc,wayu1243,Goajiro,Caribbean Arawakan,Arawakan,South America,VR CO
god,gdo,ghod1238,Godoberi,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU
goe,ank,goem1240,Goemai,West Chadic,Afro-Asiatic,Africa,NG
gog,ggw,gogo1265,Gogodala,Gogodala,Gogodala-Suki,Papunesia,PG
goj,gju,guja1253,Gojri,Indic,Indo-European,Eurasia,IN
gok,gkn,goka1239,Gokana,Cross River,Niger-Congo,Africa,NG
gol,gol,gola1255,Gola,Mel,Niger-Congo,Africa,SL LR
gon,ggo,sout2711,Gondi,South-Central Dravidian,Dravidian,Eurasia,IN
goo,gni,goon1238,Gooniyandi,Bunuban,Bunuban,Australia,AU
gor,gow,goro1270,Gorowa,Southern Cushitic,Afro-Asiatic,Africa,TZ
gos,gsw,swis1247,German (Ostschweiz),Germanic,Indo-European,Eurasia,CH
gpz,gsw,swis1247,German (Appenzell),Germanic,Indo-European,Eurasia,CH
grb,grj,barc1235,Grebo,Kru,Niger-Congo,Africa,LR
gre,kal,kala1399,Greenlandic (East),Eskimo,Eskimo-Aleut,Eurasia,GL
grf,cab,gari1256,Garífuna,Caribbean Arawakan,Arawakan,North America,BZ GT HN
grg,gge,gura1252,Gurr-goni,Burarran,Mangrida,Australia,AU
grj,var,huar1255,Guarijío,Tarahumaran,Uto-Aztecan,North America,MX
grk,ell,mode1248,Greek (Modern),Greek,Indo-European,Eurasia,GR
grm,gux,gour1243,Gurma,Gur,Niger-Congo,Africa,BF
grn,gur,fare1241,Gurenne,Gur,Niger-Congo,Africa,GH
gro,goa,guro1248,Guro,Eastern Mande,Mande,Africa,CI
grp,ksh,kols1241,German (Ripuarian),Germanic,Indo-European,Eurasia,BE
grr,gbc,gara1261,Garrwa,Garrwan,Garrwan,Australia,AU
grs,gyb,garu1246,Garus,Madang,Trans-New Guinea,Papunesia,PG
grt,gor,goro1259,Gorontalo,Greater Central Philippine,Austronesian,Papunesia,ID
grw,kal,kala1399,Greenlandic (West),Eskimo,Eskimo-Aleut,Eurasia,GL
gsl,gss,gree1271,Greek Sign Language,Sign Languages,other,Eurasia,GR
gso,kal,kala1399,Greenlandic (South),Eskimo,Eskimo-Aleut,Eurasia,GL
gtg,gsw,swis1247,German (Thurgau),Germanic,Indo-European,Eurasia,CH
gth,deu,stan1295,German (Thuringian),Germanic,Indo-European,Eurasia,DE
gti,deu,stan1295,German (Timisoara),Germanic,Indo-European,Eurasia,RO
gto,gta,guat1253,Guató,Guató,Guató,South America,BR
gua,gug,para1311,Guaraní,Tupi-Guaraní,Tupian,South America,PY
gud,gde,gude1246,Gude,Biu-Mandara,Afro-Asiatic,Africa,CM NG
gue,gxx,guer1240,Guere,Kru,Niger-Congo,Africa,CI
guf,guf,gupa1247,Gupapuyngu,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
gug,ktd,koka1244,Gugada,Western Pama-Nyungan,Pama-Nyungan,Australia,AU
guh,ghs,guhu1244,Guhu-Samane,Binanderean,Trans-New Guinea,Papunesia,PG
guj,guj,guja1252,Gujarati,Indic,Indo-European,Eurasia,IN
gul,glu,gula1269,Gula (in Central African Republic),Bongo-Bagirmi,Central Sudanic,Africa,CF
gum,kgs,kumb1268,Gumbaynggir,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,AU
gun,yas,nugu1242,Gunu,Bantoid,Niger-Congo,Africa,CM
guq,,cari1279,Guaque,Cariban,Cariban,South America,CO
gur,ggn,guru1261,Gurung,Bodic,Sino-Tibetan,Eurasia,NP
gus,guz,gusi1247,Gusii,Bantoid,Niger-Congo,Africa,KE
gut,gux,gour1243,Gurma (Togo),Gur,Niger-Congo,Africa,BF
guu,kky,gugu1255,Guugu Yimidhirr,Northern Pama-Nyungan,Pama-Nyungan,Australia,AU
guw,guw,gunn1250,Gungbe,Kwa,Niger-Congo,Africa,BJ
gvi,bar,bava1246,German (Viennese),Germanic,Indo-European,Eurasia,AT
gwa,gbr,gbag1258,Gwari,Nupoid,Niger-Congo,Africa,NG
gwe,wep,west2356,German (Westphalian),Germanic,Indo-European,Eurasia,DE
gwo,kcg,tyap1238,Gworok,Platoid,Niger-Congo,Africa,NG
gyb,guo,guay1257,Guayabero,Guahiban,Guahiban,South America,CO
gyc,jya,jiar1239,Gyarong (Cogtse),rGyalrong,Sino-Tibetan,Eurasia,CN
gzu,gsw,swis1247,German (Zurich),Germanic,Indo-European,Eurasia,CH
had,hts,hadz1240,Hadza,Hadza,Hadza,Africa,TZ
hai,hax,haid1248,Haida,Haida,Haida,North America,CA US
hak,hak,hakk1236,Hakka,Chinese,Sino-Tibetan,Eurasia,CN
hal,hla,hali1244,Halia,Oceanic,Austronesian,Papunesia,PG
ham,hmt,hamt1247,Hamtai,Angan,Trans-New Guinea,Papunesia,PG
han,hni,hani1248,Hani,Burmese-Lolo,Sino-Tibetan,Eurasia,CN
har,tmd,haru1245,Haruai,Piawi,Piawi,Papunesia,PG
hat,had,hata1243,Hatam,Hatam,West Papuan,Papunesia,ID
hau,hau,haus1257,Hausa,West Chadic,Afro-Asiatic,Africa,NG NE
hav,yuf,hava1248,Havasupai,Yuman,Hokan,North America,US
haw,haw,hawa1245,Hawaiian,Oceanic,Austronesian,Papunesia,US
hay,vay,wayu1241,Hayu,Mahakiranti,Sino-Tibetan,Eurasia,NP
hba,heb,hebr1245,Hebrew (Modern Ashkenazic),Semitic,Afro-Asiatic,Eurasia,IL
hcr,hat,hait1244,Haitian Creole,Creoles and Pidgins,other,North America,HT
hdi,xed,hdii1240,Hdi,Biu-Mandara,Afro-Asiatic,Africa,CM NG
heb,heb,hebr1245,Hebrew (Modern),Semitic,Afro-Asiatic,Eurasia,IL
heh,heh,hehe1240,Hehe,Bantoid,Niger-Congo,Africa,TZ
hei,hei,heil1246,Heiltsuk,Northern Wakashan,Wakashan,North America,CA
hem,hem,hemb1242,Hemba,Bantoid,Niger-Congo,Africa,CD
her,her,here1253,Herero,Bantoid,Niger-Congo,Africa,BW NA
hhu,wos,hang1263,Hanga Hundi,Middle Sepik,Sepik,Papunesia,PG
hia,cbd,cari1279,Hianacoto,Cariban,Cariban,South America,CO
hid,hid,hida1246,Hidatsa,Core Siouan,Siouan,North America,US
hil,hil,hili1240,Hiligaynon,Greater Central Philippine,Austronesian,Papunesia,PH
hin,hin,hind1269,Hindi,Indic,Indo-European,Eurasia,IN
hix,hix,hixk1239,Hixkaryana,Cariban,Cariban,South America,BR
hks,,hong1241,Hong Kong Sign Language,Sign Languages,other,Eurasia,CN
hlb,hlb,halb1244,Halbi,Indic,Indo-European,Eurasia,IN
hli,hur,halk1245,Halkomelem (Island),Central Salish,Salishan,North America,CA
hln,hal,hala1252,Halang,Bahnaric,Austro-Asiatic,Eurasia,VN
hlp,yuf,hava1248,Hualapai,Yuman,Hokan,North America,US
hlu,hur,halk1245,Halkomelem (Upriver),Central Salish,Salishan,North America,CA
hma,hmr,hmar1241,Hmar,Kuki-Chin,Sino-Tibetan,Eurasia,IN
hmb,hub,huam1247,Huambisa,Jivaroan,Jivaroan,South America,PE
hmd,mww,hmon1333,Hmong Daw,Hmong-Mien,Hmong-Mien,Eurasia,VN CN
hmi,hto,mini1256,Huitoto (Minica),Huitoto,Huitotoan,South America,CO
hmo,hnj,huam1250,Hmong Njua,Hmong-Mien,Hmong-Mien,Eurasia,CN
hmr,amf,hame1242,Hamer,South Omotic,Afro-Asiatic,Africa,ET
hmu,hux,nupo1240,Huitoto (Muinane),Huitoto,Huitotoan,South America,PE
hna,hna,mina1276,Mina,Biu-Mandara,Afro-Asiatic,Africa,CM
hnd,hke,hund1239,Hunde,Bantoid,Niger-Congo,Africa,CD
hnk,gin,hinu1240,Hinuq,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU
hnn,hnn,hanu1241,Hanunóo,Greater Central Philippine,Austronesian,Papunesia,PH
hno,hdn,nort2938,Haida (Northern),Haida,Haida,North America,CA
ho,hoc,hooo1248,Ho,Munda,Austro-Asiatic,Eurasia,IN
hoa,hoa,hoav1238,Hoava,Oceanic,Austronesian,Papunesia,SB
hok,nan,minn1241,Hokkien,Chinese,Sino-Tibetan,Eurasia,CN
hol,hoo,holo1240,Holoholo,Bantoid,Niger-Congo,Africa,TZ
hop,hop,hopi1249,Hopi,Hopi,Uto-Aztecan,North America,US
hpd,jup,hupd1244,Hup,Nadahup,Nadahup,South America,CO BR
hre,hre,hree1244,Hre,Bahnaric,Austro-Asiatic,Eurasia,VN
hrr,har,hara1271,Harari,Semitic,Afro-Asiatic,Africa,ET
hrs,hss,hars1241,Harsusi,Semitic,Afro-Asiatic,Eurasia,OM
hsl,has,hais1244,Haisla,Northern Wakashan,Wakashan,North America,CA
htc,hsf,huas1256,Huastec,Mayan,Mayan,North America,MX
htt,hto,mini1256,Huitoto,Huitoto,Huitotoan,South America,PE CO
hua,ygr,yaga1260,Hua,Eastern Highlands,Trans-New Guinea,Papunesia,PG
huc,huc,huaa1248,=|Hoan,=|Hoan,Kxa,Africa,BW
hui,hch,huic1243,Huichol,Corachol,Uto-Aztecan,North America,MX
hum,huu,muru1274,Huitoto (Murui),Huitoto,Huitotoan,South America,PE CO BR
hun,hun,hung1274,Hungarian,Ugric,Uralic,Eurasia,HU
hup,hup,hupa1239,Hupa,Athapaskan,Na-Dene,North America,US
hve,huv,sanm1287,Huave (San Mateo del Mar),Huavean,Huavean,North America,MX
hwc,hwc,hawa1247,Hawaiian Creole,Creoles and Pidgins,other,North America,US
hwr,hac,gura1251,Hawrami,Iranian,Indo-European,Eurasia,IQ
hya,hay,haya1250,Haya,Bantoid,Niger-Congo,Africa,TZ
hyo,csh,asho1236,Hyow,Kuki-Chin,Sino-Tibetan,Eurasia,BD
hzb,huz,hunz1247,Hunzib,Avar-Andic-Tsezic,Nakh-Daghestanian,Eurasia,RU
iaa,iai,iaai1238,Iaai,Oceanic,Austronesian,Papunesia,NC
iat,ian,iatm1242,Iatmul,Middle Sepik,Sepik,Papunesia,PG
iau,tmu,iauu1242,Iau,Lakes Plain,Lakes Plain,Papunesia,ID
iba,iba,iban1264,Iban,Malayo-Sumbawan,Austronesian,Papunesia,MY
ibi,ibb,ibib1240,Ibibio,Cross River,Niger-Congo,Africa,NG
ibn,ibg,iban1267,Ibanag,Northern Luzon,Austronesian,Papunesia,PH
ice,isl,icel1247,Icelandic,Germanic,Indo-European,Eurasia,IS
ics,icl,icel1236,Icelandic Sign Language,Sign Languages,other,Eurasia,IS
idn,viv,idun1242,Iduna,Oceanic,Austronesian,Papunesia,PG
ido,idu,idom1241,Idoma,Idomoid,Niger-Congo,Africa,NG
idu,clk,idum1241,Idu,Digaroan,Sino-Tibetan,Eurasia,IN
ifi,ita,ital1282,Italian (Fiorentino),Romance,Indo-European,Eurasia,IT
ifm,ifm,teke1274,Ifumu,Bantoid,Niger-Congo,Africa,CG
ifu,ifb,bata1298,Ifugao (Batad),Northern Luzon,Austronesian,Papunesia,PH
iga,inb,inga1252,Inga,Quechuan,Quechuan,South America,CO
igb,ibo,nucl1417,Igbo,Igboid,Niger-Congo,Africa,NG
ige,ige,iged1239,Igede,Idomoid,Niger-Congo,Africa,NG
ign,ign,igna1246,Ignaciano,Bolivia-Parana,Arawakan,South America,BO
igs,tbi,gaam1241,Ingessana,Eastern Jebel,Eastern Sudanic,Africa,SD
iha,ihp,ihaa1241,Iha,West Bomberai,West Bomberai,Papunesia,ID
iir,pmy,papu1250,Indonesian (Papuan),Malayo-Sumbawan,Austronesian,Papunesia,ID
ijo,ijc,izon1238,Ijo (Kolokuma),Ijoid,Ijoid,Africa,NG
ik,ikx,ikkk1242,Ik,Kuliak,Eastern Sudanic,Africa,UG
ika,arh,arhu1242,Ika,Arhuacic,Chibchan,South America,CO
ila,ilb,ilaa1246,Ila,Bantoid,Niger-Congo,Africa,ZW ZM
ill,mia,miam1252,Illinois,Algonquian,Algic,North America,US
ilo,ilo,ilok1237,Ilocano,Northern Luzon,Austronesian,Papunesia,PH
imo,imn,imon1245,Imonda,Border,Border,Papunesia,PG
ina,szp,suab1238,Inanwatan,South Bird's Head,Marind,Papunesia,ID
ind,ind,indo1316,Indonesian,Malayo-Sumbawan,Austronesian,Papunesia,ID
ing,inh,ingu1240,Ingush,Nakh,Nakh-Daghestanian,Eurasia,RU
inj,ind,indo1316,Indonesian (Jakarta),Malayo-Sumbawan,Austronesian,Papunesia,ID
inn,ynd,yand1253,Innamincka,Central Pama-Nyungan,Pama-Nyungan,Australia,AU
inr,ikt,west2618,Inuktitut (Rankin Inlet),Eskimo,Eskimo-Aleut,North America,CA
ins,ike,east2534,Inuktitut (Salluit),Eskimo,Eskimo-Aleut,North America,CA
inu,esi,nort2943,Iñupiaq,Eskimo,Eskimo-Aleut,North America,US
ipi,ins,indi1237,Indo-Pakistani Sign Language (Indian dialects),Sign Languages,other,Eurasia,IN
ipk,pks,paki1242,Indo-Pakistani Sign Language (Karachi dialect),Sign Languages,other,Eurasia,PK
iql,ike,east2534,Inuktitut (Quebec-Labrador),Eskimo,Eskimo-Aleut,North America,CA
iqu,iqu,iqui1243,Iquito,Zaparoan,Zaparoan,South America,PE
ird,gle,iris1253,Irish (Donegal),Celtic,Indo-European,Eurasia,IE
iri,gle,iris1253,Irish,Celtic,Indo-European,Eurasia,IE
irm,gle,iris1253,Irish (Munster),Celtic,Indo-European,Eurasia,IE
irq,irk,iraq1241,Iraqw,Southern Cushitic,Afro-Asiatic,Africa,TZ
irr,irh,irar1238,Irarutu,South Halmahera - West New Guinea,Austronesian,Papunesia,ID
irs,isg,iris1235,Irish Sign Language,Sign Languages,other,Eurasia,IE
irx,irn,iran1263,Iranxe,Iranxe,Iranxe,South America,BR
isa,ksi,kris1246,I'saka,Krisa,Skou,Papunesia,PG
ise,its,isek1239,Isekiri,Defoid,Niger-Congo,Africa,NG
ish,sgl,sang1316,Ishkashmi,Iranian,Indo-European,Eurasia,AF TJ
isi,srl,isir1237,Isirawa,Kwerba,Kwerba,Papunesia,ID
isl,,inte1259,International Sign,Sign Languages,other,North America,
isn,isd,isna1241,Isnag,Northern Luzon,Austronesian,Papunesia,PH
iso,iso,isok1239,Isoko,Edoid,Niger-Congo,Africa,NG
iss,isr,isra1236,Israeli Sign Language,Sign Languages,other,Eurasia,IL
ita,ita,ital1282,Italian,Romance,Indo-European,Eurasia,IT CH
itb,eml,emil1242,Italian (Bologna),Romance,Indo-European,Eurasia,IT
ite,itl,itel1242,Itelmen,Southern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Eurasia,RU
itg,lij,ligu1248,Italian (Genoa),Romance,Indo-European,Eurasia,IT
itn,nap,neap1235,Italian (Napolitanian),Romance,Indo-European,Eurasia,IT
ito,ito,iton1250,Itonama,Itonama,Itonama,South America,BO
itu,pms,piem1238,Italian (Turinese),Romance,Indo-European,Eurasia,IT
itw,itv,itaw1240,Itawis,Northern Luzon,Austronesian,Papunesia,PH
itz,itz,itza1241,Itzaj,Mayan,Mayan,North America,GT
iva,ivv,ivat1242,Ivatan,Batanic,Austronesian,Papunesia,PH
ivs,ivv,ivat1242,Ivatan (Southern),Batanic,Austronesian,Papunesia,PH
iwa,ibd,iwai1244,Iwaidja,Iwaidjan,Iwaidjan,Australia,AU
iwm,iwm,iwam1256,Iwam,Upper Sepik,Sepik,Papunesia,PG
ixc,ixc,ixca1245,Ixcatec,Popolocan,Oto-Manguean,North America,MX
ixi,ixi,ixil1250,Ixil,Mayan,Mayan,North America,GT
izh,izh,ingr1248,Izhor,Finnic,Uralic,Eurasia,RU
izi,izi,izie1238,Izi,Igboid,Niger-Congo,Africa,NG
jab,jae,yabe1254,Jabêm,Oceanic,Austronesian,Papunesia,PG
jad,bod,tibe1272,Jad,Bodic,Sino-Tibetan,Eurasia,IN
jah,jhi,jeha1242,Jahai,Aslian,Austro-Asiatic,Eurasia,MY
jak,jac,popt1235,Jakaltek,Mayan,Mayan,North America,GT
jam,djd,djam1255,Jaminjung,Jaminjungan,Mirndi,Australia,AU
jaq,jqr,jaqa1244,Jaqaru,Aymaran,Aymaran,South America,PE
jar,jar,jara1263,Jarawa (in Nigeria),Bantoid,Niger-Congo,Africa,NG
jav,jav,java1254,Javanese,Javanese,Austronesian,Papunesia,ID
jbt,jbt,djeo1235,Jabutí,Jabutí,Jabutí,South America,BR
jcr,jam,jama1262,Jamaican Creole,Creoles and Pidgins,other,North America,JM
jeb,jeb,jebe1250,Jebero,Cahuapanan,Cahuapanan,South America,PE
jeh,jeh,jehh1245,Jeh,Bahnaric,Austro-Asiatic,Eurasia,LA VN
jel,,jeri1242,Jeli,Western Mande,Mande,Africa,CI
jem,tow,jeme1245,Jemez,Kiowa-Tanoan,Kiowa-Tanoan,North America,US
jia,jya,jiar1239,Jiarong,rGyalrong,Sino-Tibetan,Eurasia,CN
jib,shv,sheh1240,Jibbali,Semitic,Afro-Asiatic,Eurasia,OM
jin,jiy,jino1236,Jino,Burmese-Lolo,Sino-Tibetan,Eurasia,CN
jiv,jiv,shua1257,Jivaro,Jivaroan,Jivaroan,South America,EC
jlu,lwo,luwo1239,Luwo,Nilotic,Eastern Sudanic,Africa,SD
jmm,jaa,jama1261,Jamamadi,Arauan,Arauan,South America,BR
jmo,bex,jurm1239,Jur Mödö,Bongo-Bagirmi,Central Sudanic,Africa,SD
jms,djm,jams1239,Jamsay,Dogon,Dogon,Africa,ML
jng,kac,kach1280,Jingpho,Jingpho,Sino-Tibetan,Eurasia,MM
joh,,,Johari,Bodic,Sino-Tibetan,,IN
jom,tlo,talo1250,Jomang,Talodi,Kordofanian,Africa,SD
jpn,jpn,nucl1643,Japanese,Japanese,Japanese,Eurasia,JP
jpr,jru,japr1238,Japreria,Cariban,Cariban,South America,VR
jrn,jur,juru1256,Juruna,Tupi-Guaraní,Tupian,South America,BR
jrw,anq,jara1245,Jarawa (in Andamans),South Andamanese,South Andamanese,Eurasia,IN
jua,,,Juat,Western Pama-Nyungan,Pama-Nyungan,,AU
jug,nst,tase1235,Jugli,Northern Naga,Sino-Tibetan,Eurasia,IN
juh,ktz,juho1239,Ju|'hoan,Ju-Kung,Kxa,Africa,BW AO NA
juk,jbu,juku1254,Jukun,Platoid,Niger-Congo,Africa,NG
jum,jua,juma1249,Júma,Tupi-Guaraní,Tupian,South America,BR
jun,jun,juan1238,Juang,Munda,Austro-Asiatic,Eurasia,IN
jur,juc,jurc1239,Jurchen,Tungusic,Altaic,Eurasia,CN
jva,kpj,kara1500,Karajá,Karajá,Macro-Ge,South America,BR
jwr,jaa,jama1261,Jarawara,Arauan,Arauan,South America,BR
kaa,arr,karo1305,Karó (Arára),Ramarama,Tupian,South America,BR
kab,kbd,kaba1278,Kabardian,Northwest Caucasian,Northwest Caucasian,Eurasia,RU
kac,xac,kach1279,Kachari,Bodo-Garo,Sino-Tibetan,Eurasia,IN
kad,xtc,katc1249,Kadugli,Kadugli,Kadu,Africa,SD
kae,tbd,kaki1249,Kaki Ae,Tate,Eleman,Papunesia,PG
kag,kge,kome1238,Kayu Agung,Lampungic,Austronesian,Papunesia,ID
kai,kct,kaia1245,Kaian,Lower Ramu,Lower Sepik-Ramu,Papunesia,PG
kaj,bpp,kaur1271,Kaure,Kaure,Kaure,Papunesia,ID
kak,kbq,kama1370,Kamano-Kafe,Eastern Highlands,Trans-New Guinea,Papunesia,PG
kal,gwc,kala1373,Kalami,Indic,Indo-European,Eurasia,PK
kam,xbr,kamb1299,Kambera,Central Malayo-Polynesian,Austronesian,Papunesia,ID
kan,ogo,khan1278,Kana,Cross River,Niger-Congo,Africa,NG
kao,kyj,kara1487,Karao,Northern Luzon,Austronesian,Papunesia,PH
kap,kcl,kela1255,Kela (Apoze),Oceanic,Austronesian,Papunesia,PG
kaq,,kaur1267,Kaurna,Central Pama-Nyungan,Pama-Nyungan,Australia,AU
kar,kah,kara1482,Kara (in Central African Republic),Bongo-Bagirmi,Central Sudanic,Africa,CF
kas,kas,kash1277,Kashmiri,Indic,Indo-European,Eurasia,PK IN
kat,kmg,kate1253,Kâte,Finisterre-Huon,Trans-New Guinea,Papunesia,PG
kau,pss,kaul1240,Kaulong,Oceanic,Austronesian,Papunesia,PG
kaw,kgk,kaiw1246,Kaiwá,Tupi-Guaraní,Tupian,South America,PY BR
kay,gyd,kaya1319,Kayardild,Tangkic,Tangkic,Australia,AU
kaz,kaz,kaza1248,Kazakh,Turkic,Altaic,Eurasia,KZ
kba,kam,kamb1297,Kamba,Bantoid,Niger-Congo,Africa,KE
kbi,nkf,inpu1234,Kabui,Kuki-Chin,Sino-Tibetan,Eurasia,IN
kbl,kab,kaby1243,Kabyle,Berber,Afro-Asiatic,Africa,DZ
kbo,kbx,apma1241,Kambot,Botin,Lower Sepik-Ramu,Papunesia,PG
kbr,kys,bara1370,Kayan (Baram),North Borneo,Austronesian,Papunesia,MY
kbt,xkp,kaba1276,Kabatei,Iranian,Indo-European,Eurasia,IR
kbu,kbl,kane1243,Kanembu,Western Saharan,Saharan,Africa,NG NE TD
kbw,bwe,bwek1238,Karen (Bwe),Karen,Sino-Tibetan,Eurasia,MM
kby,kbp,kabi1261,Kabiyé,Gur,Niger-Congo,Africa,TG
kch,khq,koyr1240,Koyra Chiini,Songhay,Songhay,Africa,ML
