Breed;Color;Date;DateCreated;Name;Sex;State
Rotty;Black & Tan;2000-11-03;2005-06-21;bailey;F/S;Matched
Collie X;Black & White;2000-11-04;2005-06-21;;;Matched
Pitbull X;Brindle;2000-11-04;2005-06-21;;M;Matched
Shetland Sheepdog (pure bred);Black & Brown & Gold;2000-11-04;2005-06-21;;M;Found
Rotty  (pup);Black & Brown;2000-11-06;2005-06-21;;F;Found
Rotty X Husky;Black & Grey;2000-11-09;2005-06-21;Faith;F;Matched
Rottweiller;Brown & Black;2000-11-10;2005-06-21;Cody;M/N;Lost
Red Nose Pit;Reddish & Brown;2000-11-10;2005-06-21;Red;M/N;Lost
Border Collie X;Black;2000-11-11;2005-06-21;;;Found
Samoyed (2 dogs);Shaved Bald;2000-11-12;2005-06-21;;;Lost
Chow Chow;Red;2000-11-14;2005-06-21;Cinnamon;F;Matched
Shep X;Black & Tan;2000-11-14;2005-06-21;Cody;M/N;Matched
Peki;Gold & Yellow;2000-11-15;2005-06-21;Dick;M;Lost
Yorkie;Brown & White;2000-11-15;2005-06-21;Scampy;M;Lost
Terrier X Span;Black & White;2000-11-17;2005-06-21;Sara;F/S;Lost
Siberian Husky X;Cream & White;2000-11-17;2005-06-21;Sequoia;F;Lost
Toy Poodle;Black;2000-11-19;2005-06-21;Mika;F;Lost
Lab X;Black with White Chest;2000-11-19;2005-06-21;Poncho;M/N;Lost
Shih Tzu;White & Brown;2000-11-21;2005-06-21;Lassie;M;Lost
Shep;Black & Tan;2000-11-21;2005-06-21;Chopper;M;Lost
Husky;Black & White;2000-11-22;2005-06-21;;M;Lost
Rott;Black & White;2000-11-25;2005-06-21;Spot;M/N;Lost
Lab;Black;2000-11-25;2005-06-21;Bluey;F/S;Found
Sheltie;Tri-Color;2000-11-28;2005-06-21;Jasmine;F;Lost
Shep X;Black & Tan & White;2000-11-25;2005-06-21;Max;M/N;Lost
Schnauzer;Grey & Black;2000-12-01;2005-06-21;;F;Matched
LH Shep;Black & Tan;2000-12-01;2005-06-21;Grover;M;Lost
Samoyed;White;2000-12-01;2005-06-21;Sonny;M/N;Lost
Cocker Spaniel;Buff;2000-12-03;2005-06-21;;M/N;Matched
Shepherd;Black & Tan;2000-12-04;2005-06-21;Budda;F;Lost
Boxer;Fawn & Black;2000-10-05;2005-06-21;Kali;F/S;Lost
Boxer;Brown & White;2000-12-06;2005-06-21;;F;Matched
Shep X Husky;Dirty White;2000-12-08;2005-06-21;Barkley;M/N;Lost
Lab;Yellow;2000-12-10;2005-06-21;Sky;M/N;Lost
Shep X Lab;Black;2000-12-10;2005-06-21;????;;Lost
Pug;Blonde;2000-12-10;2005-06-21;Jackson;M/N;Lost
Border Collie;Black & White;2000-12-11;2005-06-21;Lucy;F;Lost
German Shep;Black & Tan;2000-12-11;2005-06-21;Cara;F/S;Lost
Rottweiler;Black & Tan;2000-12-13;2005-06-21;;F;Lost
Collie;Tan & White;2000-12-14;2005-06-21;;M;Matched
Jack Russell Terrier;White with Black Patch;2000-12-15;2005-06-21;Shiner;M/N;Lost
Collie;Blue Merle;2000-12-15;2005-06-21;Blue;M/N;Lost
Rotty (puppy);Black & Tan;2000-12-15;2005-06-21;;F;Found
Small Dog;Tri Color;2000-12-17;2005-06-21;;F;Lost
Shep X Rott;Black & Tan;2000-12-18;2005-06-21;Ripley;F;Matched
Maltese;White;2000-12-18;2005-06-21;Roxy;F;Lost
Pitbull;Brindle & White on Chest;2000-12-18;2005-06-21;Tay;M;Lost
Shep X;Black & Tan;2000-12-19;2005-06-21;Shade;M/N;Lost
Shep X Pit;Blonde;2000-12-22;2005-06-21;Blondie;F/S;Lost
Black Lab X;Black & White;2000-12-22;2005-06-21;Jake;M;Lost
Black Lab;Black;2000-12-22;2005-06-21;Moin;M;Lost
Retriever;Golden Retriever;2000-12-22;2005-06-21;Lucy;F/S;Lost
Lab X Shep;Black & Tan;2000-12-26;2005-06-21;BoyBoy;M/N;Lost
Siberian Husky;White & Reddish Tint;2000-12-27;2005-06-21;Odin;M/N;Lost
Doby X Lab;Black & Tan;2000-12-27;2005-06-21;Rocky;M;Lost
Min Schau;Grey & Black;2000-12-28;2005-06-21;Selma;F/S;Lost
Golden Ret;Golden;2000-12-29;2005-06-21;Aries;M/N;Matched
Chow;Black;2001-01-01;2005-06-21;Bear;F/S;Lost
Sheperd;Black & Tan;2001-01-02;2005-06-21;Balto;M;Matched
Husky X;Grey & White;2001-01-02;2005-06-21;;M/N;Matched
Wheaton Terrier;Cream;2001-01-02;2005-06-21;Levi;M/N;Lost
Pomeranian X ?;Golden;2001-01-02;2005-06-21;;M;Found
Med Size;Tan;2001-01-05;2005-06-21;;M;Matched
Shep;Black & Tan;2001-01-02;2005-06-21;Rocky;M;Lost
Retriever;Golden;2001-01-07;2005-06-21;Kia;F;Lost
Chihuahua;Brown;2001-01-07;2005-06-21;;F;Lost
Rottweiler;Black & Tan;2001-01-08;2005-06-21;Phoenix;M/N;Lost
Sheltie (pup);Sable;2001-01-09;2005-06-21;;M;Found
Retriever;Golden;2000-12-31;2005-06-21;Kiera;F;Lost
Pomeranian;Black;2001-01-05;2005-06-21;Java;M;Lost
Neopolitan Mastiff;Grey;2001-01-10;2005-06-21;Sophia;F;Lost
Sheltie (small);Brown & White;2001-01-08;2005-06-21;Tasha;F/S;Lost
Husky X Wolf;White & Black & Grey;2001-01-11;2005-06-21;Spirit;M;Lost
Min Dobie;Black & Tan;2001-01-01;2005-06-21;Sara;F;Lost
Bichon Frise;White;2001-01-10;2005-06-21;Max;M;Lost
Retriever;Golden;2001-01-13;2005-06-21;Zara;F/S;Lost
Lab;Black;2001-01-13;2005-06-21;Jessie;F/S;Lost
Lab;Choc;2001-01-13;2005-06-21;Maggie;F/S;Lost
Shep X;Black & Tan & Grey;2001-01-15;2005-06-21;Sally-Ann;F/S;Matched
Lab;Black;2001-01-16;2005-06-21;Trooper;M/N;Matched
Lhasa Apso;Black & White & Grey;2001-01-17;2005-06-21;;M;Found
Boxer;Brindle;2001-01-20;2005-06-21;Chloe;F;Lost
Lab;Black;2001-01-23;2005-06-21;Tooie;F;Matched
Retriever;Gold;2001-01-22;2005-06-21;Kea;F;Lost
Shih X Apso;Black & White;2001-01-23;2005-06-21;BeBe;F;Lost
Greyhound;Black & Tan;2001-01-21;2005-06-21;Sammy;M/N;Lost
Retiever;Golden;2001-01-23;2005-06-21;;F;Lost
Husky;Black & White;2001-01-24;2005-06-21;;M;Found
Lab;Black;2001-01-25;2005-06-21;Tyson;M/N;Lost
Fox Terrier;White;2001-01-25;2005-06-21;Calvin;M/N;Lost
Border Collie;Black & White;2001-01-27;2005-06-21;Nicki;F/S;Lost
Rotty;Black & Tan;2001-01-29;2005-06-21;Rico;M;Lost
GWH Pointer;Black & Silver;2001-01-29;2005-06-21;China;F;Lost
Shiba Inu;Red & White;2001-02-02;2005-06-21;Mikata;F/S;Lost
Small Short Haired Curly Tail;Reddish Brown;2001-02-03;2005-06-21;;M;Matched
Labrador;Chocolate Brown;2001-02-05;2005-06-21;;F;Lost
Bull Terrier;Black & White;2001-02-06;2001-02-06;Rocky;M;Lost
Bouvier;Black;2001-02-07;2001-02-07;Johann;M;Lost
Sheperd;Black & Tan;2001-02-07;2001-02-07;;M;Matched
Pitbull X Retriever;Gold;2001-02-08;2001-02-08;Sapphire;F/S;Matched
Pit X Husky;Blonde;2001-02-08;2001-02-09;Saphire;F/S;Lost
Min. Schnauzer X Terrier;Black;2001-02-10;2001-02-10;Maggie;F/S;Lost
Schnauzer;Saly & Pepper;2001-02-10;2001-02-10;Goofy;M;Lost
Lab;Black;2001-02-11;2001-02-11;;M/N;Found
Jack Russell Terrier;White & Brown;2001-02-12;2001-02-12;Tyson;M;Lost
Husky X Shep;White & Grey;2001-02-12;2001-02-13;;F;Found
?;Golden Red;2001-02-13;2001-02-13;MacDuff?;M/N;Matched
Lab X;Reddish;2001-02-15;2001-02-15;;M;Found
Cocker Spaniel;Black;2001-02-18;2001-02-18;Buster;M/N;Matched
Retriever X Chow;Golden;2001-02-18;2001-02-18;Bella;F/S;Lost
Collie X;Reddish Brown one white paw;2001-02-21;2001-02-21;;M/N;Matched
Cairn Terrier;Brown;2001-02-22;2001-02-22;Riona;F/S;Lost
Beagle X Shep;Tan with White Markings;2001-02-21;2001-02-23;Wally;M/N;Lost
Lab X Pit;Chocolate;2001-02-24;2001-02-24;;M/N;Matched
English Sheep;White & Grey;2001-02-24;2001-02-24;;M/N;Found
OE Sheepdog;Grey & White;2001-02-24;2001-02-24;Sherwood;M;Matched
Shepherd X;Black & Brown & White;2001-02-25;2001-02-25;Maimai;F;Matched
Shep;Black & Tan;2001-02-26;2001-02-26;;M;Found
Basenji X ?;Brown with Black Tail;2001-02-28;2001-02-28;;F;Matched
Pit X Lab;Brown & White;2001-03-02;2001-03-02;Buddy;M/N;Matched
Maltese X Pom;White;2001-03-02;2001-03-02;Brittany;F/S;Matched
Bouvier;Black;2001-03-03;2001-03-03;Wolf;F;Matched
Malamute X;Brown & White;2001-03-03;2001-03-04;Bonk;M/N;Lost
Shep X;Black & White;2001-03-08;2001-03-08;;M;Found
Bulldog;White;2001-03-09;2001-03-09;Blanca;F;Matched
Dashound;Red;2001-03-06;2001-03-09;Candella;F/S;Lost
Wheaton Terr X Poo;Grey;2001-03-10;2001-03-10;Zed;M/N;Lost
Rotty X;Black;2001-03-13;2001-03-13;Onyx;F;Lost
Basset Hound;Black & Brown & White;2001-03-13;2001-03-13;Dudley;M/N;Lost
Lab X;Black & Grey;2001-03-13;2001-03-13;Rosie;F/S;Lost
Chow;Tan;2001-03-16;2001-03-16;Phillip;M/N;Lost
Shep;Black & Tan;2001-03-18;2001-03-18;timber;M;Matched
Fox Terrier;White w/ Black & Brown Spots;2001-03-18;2001-03-18;Sammy;F/S;Lost
Shep X Husky;Black;2001-03-21;2001-03-21;Mong;M/N;Lost
Carin Terrier;Black;2001-03-23;2001-03-23;Maggie;F/S;Lost
Rottweiler;Black & Tan;2001-03-27;2001-03-27;Salem;M;Lost
Cockapoo;Black & Grey;2001-03-28;2001-03-28;connie;F;Lost
Border Collie;Black & White;2001-03-28;2001-03-28;Ace;M/N;Matched
Husky X;Brown & Tan;2001-03-28;2001-03-28;Bear;M;Lost
Beagle X Terr;White & Tan;2001-03-29;2001-03-29;Thelma;F/S;Lost
Rotty;Black & Tan;2001-03-30;2001-03-30;sheeka;M;Lost
Mix;Gold & Brown;2001-03-31;2001-03-31;Daisy;F;Matched
Bull Mastiff;Brindle & White;2001-04-02;2001-04-03;Lady;F;Lost
Rabbitt;Grey Dark;2001-04-04;2001-04-04;;;Found
Shep X Chow;Black & Brown;2001-04-04;2001-04-04;Toby;F;Lost
Cocker Spaniel;White;2001-04-05;2001-04-05;Princeton;M/N;Lost
Shep (pup);Tan & Black;2001-04-06;2001-04-06;Pattison;F;Matched
Standard Poodle;Black;2001-04-06;2001-04-06;Quigley;M;Matched
Sharpei;Black;2001-04-06;2001-04-06;Maggie;F;Lost
Pekingese;Tan;2001-04-09;2001-04-09;;F;Found
English Pointer;Black & White;2001-04-11;2001-04-11;Monty;M/N;Lost
Husky X Rotty ??;Black & Tan;2001-04-14;2001-04-14;Tex;M/N;Lost
Lab X;Black & White;2001-04-16;2001-04-16;Mercedes;F/S;Found
Shep X Husky;Black & Tan;2001-04-17;2001-04-17;Duke;M;Matched
Husky;White & Black;2001-04-19;2001-04-19;Mauska;F/S;Lost
Smooth Short Haired Dog;Brown;2001-04-19;2001-04-20;Daisy;F/S;Lost
Lab;Golden;2001-04-19;2001-04-20;Sam;M/N;Matched
Shep;Black & Tan;2001-04-20;2001-04-20;Kiera;F/S;Lost
Pitbull X;Brindle;2001-04-20;2001-04-20;Essence;M;Lost
Husky X;White & Tan;2001-04-21;2001-04-22;Simmy;F/S;Lost
Lab X Rotty;Black & Tan;2001-04-22;2001-04-22;Rush;M;Lost
Shep X;Black & Tan & White;2001-04-17;2001-04-23;Homer;M/N;Lost
Min Schnauzer;Dark Grey;2001-04-23;2001-04-23;SoSo;F;Matched
Pit X Lab;Brindle;2001-04-24;2001-04-24;Rosie;F/S;Lost
Samoyed X Small;White;2001-04-25;2001-04-25;;F;Matched
Maltese;White;2001-04-24;2001-04-26;Doodoo;M;Lost
Lab X Collie;Black & White;2001-04-26;2001-04-26;Lexus;F/S;Matched
Bulldog?;White;2001-04-26;2001-04-26;;F;Matched
Pitt Bull;Tan & White;2001-04-26;2001-04-26;Thelma;F;Matched
Rottweiler;Black & Tan;2001-04-27;2001-04-27;Rocky;M;Lost
Lab X Rott;Black;2001-04-29;2001-04-29;Rowan;M;Matched
Shep;Black & Tan;2001-04-29;2001-04-29;Rooster;M;Found
Golden Retriever;Golden;2001-04-30;2001-04-30;?;F;Matched
Lhaso Apso;Black & White;2001-04-26;2001-04-30;Petunia;F/S;Lost
Rottweiler X;Black & Tan;2001-04-30;2001-04-30;Kya;F;Lost
Shep X;Brown & Black;2001-05-01;2001-05-01;Georgia;F/S;Lost
Pitbull;Tan;2001-05-02;2001-05-02;Smokey;M;Lost
Collie X;Black & White;2001-05-01;2001-05-02;Tango;M/N;Lost
Great Pyrenese;White;2001-05-02;2001-05-02;Cosmos;F;Matched
Husky;White & Red;2001-05-03;2001-05-03;Odin;M;Matched
Husky X Malamute;Grey & White;2001-05-05;2001-05-05;Nikita;F/S;Lost
Terripoo;Honey Brown Black Brindle;2001-05-05;2001-05-05;Chomsky;M;Lost
Lhaso Apso X;Cream & Black;2001-05-05;2001-05-05;;F;Found
Pit Bull;Blonde;2001-05-06;2001-05-06;;F;Matched
Lab;Yellow & White;2001-05-08;2001-05-08;Owen;M;Matched
Schnauzer;Black & Beige & White;2001-05-08;2001-05-08;Micki;M/N;Lost
Lab;Blonde;2001-05-08;2001-05-08;Silence;F;Lost
Spaniel X;Black;2001-05-11;2001-05-11;Monty;M/N;Lost
Siberian Husky;Black & White;2001-05-11;2001-05-12;Bear;M/N;Matched
Lab;Yellow;2001-05-12;2001-05-12;Stina;F;Lost
Lab;Black;2001-05-12;2001-05-12;Jackson;M;Matched
Shep X;Black & Tan;2001-05-14;2001-05-14;Toby;F;Found
Pekipoo;Cream;2001-05-15;2001-05-15;Popo;F;Lost
Pitbull X;Tan & White;2001-05-02;2001-05-16;;M/N;Found
Husky ?;Black;2001-05-16;2001-05-16;Kiesha;F;Lost
Yorkie;Tri;2001-05-17;2001-05-18;Rocco;M;Matched
Golden Retriever;Yellow;2001-05-20;2001-05-20;Natasha;F/S;Lost
Maltipoo (?);Grey & White;2001-05-22;2001-05-22;;M;Found
Rott X Collie;Mostly Black with Tan & White;2001-05-22;2001-05-22;Petruchio (Truke);M;Lost
Shepherd;Black & Tan;2001-05-22;2001-05-22;Tatem;F;Lost
Jack Russell;White & Tan;2001-05-24;2001-05-24;Alex;F;Lost
JR Terrier;White;2001-05-24;2001-05-24;Alex;F;Lost
Border Collie X;Black & White;2001-05-25;2001-05-25;Sadie;F/S;Lost
Pom;Black;2001-05-25;2001-05-25;Kilo;F;Matched
Spaniel X Terrier;Black & Tan;2001-05-25;2001-05-25;Roxie;F/S;Lost
Maltipoo;Grey;2001-05-26;2001-05-27;;M;Matched
Boxer;Brown & White;2001-05-28;2001-05-28;;M;Found
Maltese;White;2001-05-30;2001-05-30;Marco;M;Lost
Collie X?;Black;2001-06-01;2001-06-01;;M;Matched
Shep X;Tan & Brown;2001-06-02;2001-06-02;;M;Found
Yorkie;Black & Tan;2001-06-02;2001-06-02;Chloe;F/S;Lost
Shep;Black & Tan;2001-06-03;2001-06-03;Roka;M;Lost
Shiba Inu;Gold & Brown;2001-06-04;2001-06-04;;M/N;Found
Large Shaggy Terrier;Black & Tan & Grey;2001-06-07;2001-06-07;Bear;M;Lost
Rotty-3 pups;Black & Tan;2001-06-08;2001-06-08;;M;Matched
Doby;Black & Tan;2001-06-08;2001-06-08;Luke;M/N;Matched
Cockapoo;Black;2001-06-08;2001-06-08;Fergus;M/N;Lost
Pom;Orange;2001-06-10;2001-06-10;Teddy;M;Found
Rottweiller;Black & Tan;2001-06-11;2001-06-11;;F;Found
Manx Cat;Orange;2001-06-13;2001-06-13;;M;Lost
Shep X;Black & Tan;2001-06-14;2001-06-14;Bella;F/S;Lost
Staffie X Ridgeback;Brown;2001-06-14;2001-06-14;Sage;F;Lost
Lab X Staff;Black;2001-06-16;2001-06-16;Jake;M;Matched
Pitbull;Brindle;2001-06-18;2001-06-18;;F;Matched
Pitbull;Tan;2001-06-18;2001-06-18;;M;Matched
Springer Spaniel;Brown & White;2001-06-18;2001-06-18;Carly;F/S;Matched
Lab;Black;2001-06-19;2001-06-19;Stetson;M/N;Matched
Shep;Black & Tan;2001-06-22;2001-06-23;Bert;M;Matched
Lab;Black;2001-06-23;2001-06-23;Shooter;F/S;Matched
Golden Retriever;Tan;2001-06-24;2001-06-24;Jessie;F/S;Matched
Lab X Mutt;Dark Brown Brindle;2001-06-24;2001-06-25;Dingo;M/N;Matched
Silkipoo;Black & White & Beige;2001-06-22;2001-06-25;Nikki;M/N;Matched
Husky X;Grey & White;2001-06-22;2001-06-26;Hungry;M;Matched
Border Collie X Sheepdog;Black & White;2001-06-26;2001-06-26;Nicki;M;Matched
Lab;Black;2001-06-18;2001-06-26;Jackson;M;Lost
Husky X;Black & Tan & White;2001-06-27;2001-06-27;Luke;M/N;Matched
Husky X Shep;Black & White;2001-06-28;2001-06-28;;M/N;Matched
Lab;Black;2001-06-29;2001-06-29;Moonshine;F/S;Matched
Bichon X Shih;White;2001-06-29;2001-06-30;Murphy;M;Lost
Shnauzer;Salt & Pepper;2001-06-30;2001-06-30;Bartlett;M/N;Matched
Lab X Pit;Chocolate Brown;2001-06-30;2001-07-01;;M/N;Found
Wolf X Shep;Black & Brindle;2001-06-30;2001-07-01;Mischeif;M/N;Matched
Siberian Husky;Red & White;2001-07-01;2001-07-01;Odin;M;Lost
Maltese X Corgi;White & Brown;2001-07-03;2001-07-03;Soca;F;Matched
Am. Staff;Chocolate;2001-07-03;2001-07-03;Bristol;F/S;Lost
Rottweiler Puppy;Black & Tan;2001-07-03;2001-07-03;;F;Matched
Chi  X;Tan;2001-07-03;2001-07-03;Tito;M;Matched
Rottweiler;Black & Mahogany;2001-07-03;2001-07-03;Sadie;F/S;Lost
Lab X;Brindle;2001-07-04;2001-07-04;Austin;M;Matched
Carin Terrier;White;2001-07-05;2001-07-05;Maggie;F/S;Matched
Min Poodle;White;2001-07-09;2001-07-09;Oliver;M;Matched
Min Pin X;Tan;2001-07-09;2001-07-09;Hula;F/S;Matched
Lhasa Apso;White with Black & Gold;2001-07-11;2001-07-11;;F;Lost
Lab;Black;2001-07-12;2001-07-12;Trigger;M/N;Matched
Bichon X Min Poo;White;2001-07-16;2001-07-16;Taz;M;Lost
Basset Hound;Tri Color;2001-07-18;2001-07-18;Lucy;F;Matched
Beagle;Brown & Black & White;2001-07-19;2001-07-19;Pepper;M/N;Lost
Shep X Husky;Beige & Black;2001-07-20;2001-07-20;Jesse;;Found
Whippet;Beige;2001-07-21;2001-07-22;Norman;M/N;Matched
Shiba Inu;Brownish Red;2001-07-22;2001-07-22;Gim Gim;F/S;Lost
Cairn Terrier;Tan & White;2001-07-22;2001-07-23;Toffee;M/N;Lost
Blue Heeler X Shep;Brown Merle;2001-07-24;2001-07-24;Osi;F/S;Found
Dalmatian;White w Black Spots;2001-07-24;2001-07-24;Charlie;M;Matched
Shepherd;Black & Tan;2001-07-25;2001-07-25;Akedia;F;Matched
Terrier X Shep;Wheaton;2001-07-25;2001-07-25;Faith;F;Lost
Cocker Spaniel;Blonde;2001-07-25;2001-07-25;Tuffy;F;Lost
King Charles Spaniel;Red;2001-07-26;2001-07-26;Cheri;F/S;Lost
JR Terrier;White;2001-07-26;2001-07-26;Madison;F/S;Matched
Staffie X;Brown;2001-07-27;2001-07-27;;F;Found
Retriever;Reddish;2001-07-27;2001-07-27;;F;Found
Rotty X Shep X Lab;Black & Tan;2001-07-27;2001-07-27;Buddy;M/N;Matched
Lab X;Black w White Chest;2001-07-27;2001-07-28;Jessie;F;Lost
Shep X Collie;Black & Brown;2001-07-30;2001-07-30;Sheena;F/S;Lost
Cocker Spaniel;Black;2001-07-31;2001-07-31;;;Matched
Chow X Husky;Grey & Brown;2001-07-30;2001-08-01;Maggie;F;Lost
Shep X Rotty;Black & Tan;2001-08-03;2001-08-04;;M;Matched
Retriever X;Golden;2001-08-04;2001-08-04;;M;Found
Rotty X Doby;Black w Brown;2001-08-05;2001-08-05;;M;Matched
Pom X;Lite Beige;2001-08-05;2001-08-05;;F;Lost
Border Collie X;Black & White;2001-08-09;2001-08-09;Sheena;F/S;Lost
Shih Tzu;White;2001-08-08;2001-08-09;Pebbles;F;Lost
Mini Yorkie;Brown & Tan;2001-08-09;2001-08-10;Lucky;M;Lost
Sheltie;Sable;2001-08-12;2001-08-12;;M;Matched
Terrier X;White & Grey;2001-08-14;2001-08-14;;M;Found
Lab;Black;2001-08-13;2001-08-14;;M/N;Matched
Shep X;Black & White;2001-08-18;2001-08-18;Sage;F/S;Lost
Poodle X Jack Russell;Grey & White Chest;2001-08-20;2001-08-20;Chloe;F;Lost
Shep;Black & Tan;2001-08-21;2001-08-21;;F;Matched
Toy Poodle;White;2001-08-22;2001-08-22;Miumiu;M/N;Matched
Poodle X;Off-White;2001-08-23;2001-08-23;;M/N;Found
Husky X;White;2001-08-26;2001-08-26;Bong;M;Matched
Mini Dachshund;Grey & Bluish (Dapple);2001-08-27;2001-08-27;Cuddles;M;Lost
Pomeranian;Tan & Cream;2001-08-27;2001-08-27;;F;Found
Border Collie;Black & White;2001-08-29;2001-08-29;Sonny;M/N;Lost
Terri X Shih;Fawn & White;2001-08-30;2001-08-31;;M/N;Found
Rotty;Black & Tan;2001-08-31;2001-08-31;Khan;M/N;Lost
2 Rotty (pups);Black & Tan;2001-09-02;2001-09-02;;M;Matched
Border Collie X;Black & White;2001-09-05;2001-09-05;Ayla;F/S;Lost
Labrador;Yellow;2001-09-06;2001-09-06;;F;Matched
Pitbull;Brindle;2001-09-08;2001-09-08;Nikita;F/S;Matched
Golden Retreiver;Blonde;2001-09-08;2001-09-08;Murphy;M/N;Lost
Lab X Shep;Black  with White Chest;2001-09-09;2001-09-09;Utah;M/N;Lost
Pit X;Brindle;2001-09-09;2001-09-09;;M;Found
Husky X  (pup);Beige & Grey & Dark Stripe;2001-09-09;2001-09-09;;F;Lost
Shep X Lab;Brindle;2001-09-15;2001-09-15;Tera;F/S;Lost
Basset Hound;Tri;2001-09-15;2001-09-15;;F/S;Found
Span X ?;Black & White;2001-09-16;2001-09-16;;F;Found
Shep X Ret;Black;2001-09-16;2001-09-16;Sabrina;F;Matched
Lab X Border Collie;Black & White;2001-09-18;2001-09-18;Missy;F;Lost
Spaniel;Black & White;2001-09-17;2001-09-18;Taboo;F;Matched
Malamute ?;Beige & Black;2001-09-19;2001-09-19;Chase;M/N;Lost
JR X Sheltie;Tri;2001-09-19;2001-09-20;Maddy;F/S;Matched
Terrier (pup);Black;2001-09-20;2001-09-22;Billy;M;Lost
Beagle;Tri;2001-09-22;2001-09-23;Elvis;M/N;Found
Rott X Ret;Black & Tan;2001-09-23;2001-09-23;;F/S;Lost
Maltipoo;White;2001-09-24;2001-09-24;Toby;M;Matched
Rottweiler;Black & Tan;2001-09-24;2001-09-24;Jessy;M/N;Lost
Pomeranian;Gold;2001-09-23;2001-09-25;Codie;M/N;Lost
Siberian Husky;Red & White;2001-09-27;2001-09-27;Shamus;M;Matched
Ret X Border Collie;Red with Black Muzzle;2001-09-27;2001-09-27;Teddy;M/N;Matched
Rotty X;Black & Tan & White;2001-09-27;2001-09-28;Faith;F/S;Lost
Lab;Black;2001-09-28;2001-09-28;Kasia;F;Matched
Bichon Frise;White;2001-09-29;2001-09-29;;M;Found
Jack Russel;White & Black;2001-09-30;2001-09-30;;M/N;Found
Sharpei X;Tan;2001-09-30;2001-09-30;;F;Lost
Rottweiler X;Black & Tan;2001-09-30;2001-09-30;;M;Matched
King Shepherd;Black & Grey;2001-10-01;2001-10-01;Keeta;M/N;Lost
Sharpei;White & Cream;2001-09-28;2001-10-01;Bailey;F/S;Lost
Rott X;Black & Tan;2001-10-02;2001-10-02;Kiya;F;Found
Golden Ret X Pitbull;Golden Brown;2001-10-03;2001-10-03;;M;Matched
JRT;Brown & White;2001-10-03;2001-10-03;Brandy;F/S;Lost
Corgi X;Tan w Black;2001-10-04;2001-10-04;;F;Matched
Border Collie X;Black & White;2001-10-04;2001-10-04;Breck;M/N;Matched
Dalmatian;White with Black Spots;2001-10-06;2001-10-06;;F/S;Lost
Terrier;White;2001-10-07;2001-10-07;bobby;F/S;Lost
Collie X Lab;Black & Brown;2001-10-07;2001-10-07;Mike;M;Lost
Shep X  (pup);Black & Tan;2001-10-07;2001-10-07;;M;Found
Lab X Collie ?;Black & White;2001-10-07;2001-10-07;;F;Found
Shep X Lab;Black & Brown;2001-10-09;2001-10-09;Mike;M;Lost
Jack Russell;Tan & Black Long Haired;2001-10-09;2001-10-09;Brandy;F/S;Lost
Bull Mastiff;Blonde with Black Muzzle;2001-10-11;2001-10-11;Blondie boy;M;Lost
Boxer X Lab;Black;2001-10-11;2001-10-11;;M/N;Lost
Rott X Lab;Black & Tan;2001-10-09;2001-10-11;Rocky;M/N;Lost
Lab X;Black;2001-10-11;2001-10-11;Joe;M/N;Lost
Collie (pup);Black & White;2001-10-11;2001-10-11;Benji;M;Lost
Husky X Shep;Black & White Nose;2001-10-12;2001-10-12;Max;M;Lost
Shih Ttzu;Black & Brown;2001-01-08;2001-10-13;Miko;F/S;Lost
Lab;Black;2001-10-13;2001-10-13;;F;Found
Lab;Yellow;2001-10-14;2001-10-13;Money;M;Lost
Malamute;Black;2001-10-14;2001-10-14;Annie;F;Matched
Pit Bull;Brindle;2001-10-14;2001-10-14;Nicki;F;Matched
Rottweiler;Black & Tan;2001-10-13;2001-10-14;Lucy;F/S;Matched
Lab X Shep;Golden;2001-10-14;2001-10-14;Smokey;M/N;Matched
Lab;Blonde;2001-10-10;2001-10-15;Prasad;M/N;Matched
Husky;Black & White & Grey;2001-10-15;2001-10-16;Kai;M/N;Lost
Short Haired Small Dog JR?;White & Black;2001-10-16;2001-10-16;;F;Matched
Pom;Black with White;2001-10-18;2001-10-18;Kilo;F;Matched
Rott;Black & Tan;2001-10-19;2001-10-19;;M;Matched
Cocker Spaniel;Black & White;2001-10-19;2001-10-19;Jasper;M;Matched
Husky X;Black & Beige;2001-10-18;2001-10-19;Blue;F/S;Lost
Small Dog with Long Hair;Brown & Black;2001-10-21;2001-10-22;Lucky;F;Matched
Pomeranian;Blonde & Red;2001-10-17;2001-10-22;Samantha;F/S;Lost
Shep X Husky (pup);Brown & Black & White;2001-10-23;2001-10-23;TJ;M;Matched
Beagle;Tan & White;2001-10-23;2001-10-23;Daisy;F/S;Matched
Doberman X;Tan;2001-10-23;2001-10-23;Rocky;M/N;Lost
Husky X Shep;Black & White;2001-10-23;2001-10-24;Buddy;M/N;Matched
Rotty X Shep;Black & Tan & White;2001-10-24;2001-10-25;Faith;F/S;Matched
Retreiver;Golden;2001-10-25;2001-10-26;Kirby;M;Matched
St Bernard;Brown;2001-10-27;2001-10-27;;M;Matched
Husky X Chow X Retriever;Tri Colour Black & Brown;2001-10-28;2001-10-28;Sasha;F;Lost
Boxer;Brindle;2001-10-28;2001-10-28;Wally;M/N;Lost
Husky;Grey & White;2001-10-28;2001-10-28;Luna;F;Lost
Rotty;Black & Brown;2001-10-28;2001-10-28;Rocky;M/N;Lost
Pomeranian X;Gold & White;2001-10-28;2001-10-29;Dao;F/S;Lost
Toy Pomeranian;Tan;2001-10-30;2001-10-30;Fendi;M;Lost
