Ratepayer,Billing Account Balance ,Liable Unit Balance ,Year,Property Address,Billing Address,Date Start,Date End
,-654.3,-654.3,2014,"Unit 4 Windsor Business Park, Hanson Lane, Halifax, HX1 4SD",,10/20/09,04/30/13
,-0.85,-0.85,2012,"44 Clough Lane, Mixenden, Halifax, HX2 8SW",,02/01/10,
,-173.55,-173.55,2012,"Unit 1A Moorlea Garage, Albert Road, Halifax, HX2 0DF",,02/01/10,07/28/12
,-0.45,-0.45,2012,"First Floor, Mount Pleasant Mill, Mytholmroyd, Hebden Bridge        HX7 5LR",,10/01/07,
,-132.64,-132.64,2010,"Unit 3 Grange Farm, Ovenden Wood Road, Halifax, HX2 0TQ",,08/14/09,03/31/14
Converga Ltd,-652.81,-652.81,2010,"Unit 5A Part First Floor, Springvale Works, Elland Road, Brighouse            HD6 2RN","Headrow House, 19 Old Leeds Road, Huddersfield, HD1 1SG",04/01/10,03/31/10
,-126.9,-126.9,2010,"Market Stall 124/131, Market Hall, Borough Market, Halifax             HX1 1DZ",,04/01/10,11/21/10
,-65,-65,2010,"19 Burnley Road, Todmorden, OL14 7BU",,08/01/10,02/02/11
,-2,3580,2012,"The Savile Arms, Southgate, Elland, HX5 0BW",,01/03/11,
,-4.58,-4.58,2012,"Storeroom 14B Market Hall, Brook Street, Todmorden, OL14 5AJ",,01/26/11,
Brogan Business Parks Ltd,-43.41,-43.41,2011,"Unit R1, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EJ","C/O Cdp Ltd, Huddersfield Road, Elland, HX5 9BW",11/19/10,10/20/11
Klassprint Ltd In Administration,-2.4,-2.4,2012,"Klassprint Ltd, Halifax Autocars Estate, Shay Lane, Halifax              HX3 6QU","Wilson Field, The Manor House, 260 Eccleshall Road South, Sheffield, S11 9PS",06/01/11,08/24/12
Frank Marshall Estates Ltd,-1741.2,-1754.69,2012,"Unit 12, Branxholme Industrial Estate, Bradford Road, Brighouse            HD6 4EA","4a Greengate, Cardale Park, Harrogate, HG3 1GY",03/30/12,03/29/12
Legal & General Assurance ( Pensions Management ) Ltd,-8281.64,-12758.34,2012,"Ground Floor Elant House, Unit A3 Old Power Way, Lowfields Business Park, Elland               HX5 9DE","C/O King Sturge Llp, Fao Sue Regan, 40 Berkley Square, Bristol, BS8 1HU",11/18/11,11/17/11
Castledene Yorkshire Ltd,-50.91,-50.91,2011,"219 King Cross Road, Halifax, HX1 3JL","Suite 1, Easington Business Centre, Seaside Lane, Easington, SR8 3LJ",03/14/11,02/29/12
Stuart Angus Consulting Ltd,-159.75,-159.75,2012,"Office 8, James Street Mills, South Lane, Elland               HX5 0HB","Suite 8 Heritage Exchange, South Lane, Elland, Halifax, HX5 0HB",05/28/11,03/31/14
A.C.C (Flooring) Ltd,-2264.33,-2264.33,2012,"Unit 1A, Woodvale Workshops, Thornhills Beck Lane, Brighouse            HX6 4AW","Unit 1a, Woodvale Workshops, Thornhills Beck Lane, Brighouse, HD6 4AW",02/17/11,
Colltex Ltd,-1353.34,-1353.34,2014,"UNIT19 Woodman Works, South Lane, Elland, HX5 0PA","114 Colne Valley Business Park, Linthwaite, Huddersfield, HD7 5QG",11/09/13,06/30/14
,-8.9,-8.9,2014,"1 Cliffe Road, Brighouse, HD6 1HE",,04/25/14,02/20/15
Cafe Dino's Ltd,-125.7,-417.12,2012,"23 Alexandra Street, Halifax, HX1 1BS","23 Alexandra Street, Halifax, HX1 1BS",07/16/11,
Cafe Dino's Ltd,-150,-417.12,2013,"23 Alexandra Street, Halifax, HX1 1BS","23 Alexandra Street, Halifax, HX1 1BS",07/16/11,
,-1058.91,-1676.5,2013,"White Horse Inn, Spring Gardens, Burnley Road, Sowerby Bridge      HX6 2TW",,01/19/12,06/01/14
,-0.24,291.76,2012,"Spring Wood Studio 1, Adj Fern Hill, Lee Mill Road, Hebden Bridge        HX7 7AB",,10/18/12,
,-3.25,-3.25,2015,"5,7 & 9 Water Street, Todmorden, OL14 5AB",,12/01/12,07/17/15
,-332.54,-665.08,2010,"4 Cheapside, Halifax, HX1 1TQ",,07/31/09,08/01/10
Greenwoods Menswear Ltd,-156.5,-156.5,2009,"The Moquette Shed, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET","2nd Floor, Bradford Business Park, 5 Kingsgate, Bradford, BD1 4SJ",04/01/09,04/02/10
The Sipp Broker Ltd,-1655.8,-1655.8,2010,"1 St Johns Lane, Halifax, HX1 2JD","54 West End Drive, Cleckheaton, BD19 6JD",08/17/09,03/31/11
,-0.23,-0.23,2012,"32 Bell Hall Terrace, Halifax, HX1 3EE",,11/08/09,
Stercap Ltd,-395.4,-395.4,2011,"Units 2/3, Vine Industrial Estate, Elland Road, Brighouse            HD6 2QS","F A O Mr Colin Wormald, Unit 1, Dominion Works, Denholmegate Road, Hipperholme, Halifax, HX3 8JG",01/01/11,06/30/11
,-1.06,-1.06,2012,"Arthur Street, Brighouse, HD6 1PY",,02/27/10,
Dreem Kitchens Ltd (In Administration),-32.56,-32.56,2011,"Unit 2 Stotts Island, 17 Wakefield Road, Brighouse, HD6 1PE","Kellie Bell, C/O Begbies Traynor, 340 Deansgate, Manchester, M3 4LY",01/01/10,09/02/11
Halifax Property Services Ltd,-1190.8,-4765.75,2012,"Part 1st Floor, West Parade, Halifax, HX1 2TE","Fagley Lane, Eccleshill, Bradford, BD2 3NT",04/01/11,06/08/14
Halifax Property Services Ltd,-1224.6,-4765.75,2013,"Part 1st Floor, West Parade, Halifax, HX1 2TE","Fagley Lane, Eccleshill, Bradford, BD2 3NT",04/01/11,06/08/14
,-85.24,-85.24,2014,"25a Union Street, Halifax, HX1 1PR",,01/01/11,11/04/14
Frank Marshall Estates Ltd,-1039.63,-1039.63,2012,"Unit 6 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA","4a Greengate, Cardale Park, Harrogate, HG3 1GY",06/01/11,09/30/12
Himmat Ltd,-118.35,-118.35,2011,"Office 1 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Lower Ground Floor, Raven Street Centre, Raven Street, Halifax, HX1 4NB",04/01/11,11/30/11
,-182.9,-304.6,2014,"23A Ovenden Road, Halifax, HX3 5PN",,08/23/10,09/30/13
,-59.11,-59.11,2012,"6 Cross Hills, Halifax, HX1 1XQ",,11/01/10,
Mobile Broadband Network Ltd,-0.01,2033.99,2013,"Telecommunication Mast, Site Ref H X 0040, Queens Road, Halifax              HX1 3XY","Po Box 6079, Wolverhampton, WV1 9RA",04/01/11,
,-14.29,-14.29,2013,"Unit 2b Hebble End Mill, Hebble End, Hebden Bridge, HX7 6HJ",,02/01/12,08/31/13
Bizspace Ltd,-657,-657,2012,"Unit 1C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",12/01/11,04/30/12
South West Yorkshire Partnership Nhs Foundation Trust,-0.5,8014.5,2014,"Elmfield House, 50/52 Prescott Street, Halifax, HX1 2QW","Creditor Payments, Ward 4, Castleford, Normanton Hospital, Lumley Street, Castleford, WF10 5LT",08/01/10,
Administrators Of James H Sutcliffe Ltd,-65.66,-65.66,2011,"S/0 752 Burnley Road, Todmorden, OL14 8LF","Co Bdo Llp, 3 Hardman Street, Manchester, M3 3AT",09/10/11,10/09/11
,-15.5,-15.5,2011,"The Club, 1 Greenhead Lane, Brighouse, HD6 3PS",,12/01/11,03/04/12
Lloyds Bank Plc,-0.02,857.98,2014,"Alliance & Leicester, Off Springs Garage, Halifax Road, Todmorden           OL14 5TS","Lloyds Banking Group, C/O Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS",04/01/12,
Evolve Fitness & Physio Limited,-33.15,274.85,2012,"Ground Floor, 4 Akroyd Place, Halifax, HX1 1YH",,11/28/12,
,-5.02,-5.02,2013,"22 Silver Street, Halifax, HX1 1HS",,03/01/13,03/01/14
Edgar Dickinson Properties Ltd,-383.75,-383.75,2015,"Unit 76 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD","Walker Singleton, Property House, Lister Lane, Halifax, HX1 5DR",04/13/13,11/29/15
,-1723.18,-16287.27,2016,"Windmill Court Country Hotel, Keighley Road, Halifax, HX2 8YB",,04/01/10,
Troy Chemical Company B V,-12.67,-1281.65,2013,"Suites 3 & 5, 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB","Uiverlaan12e, 3145 Xn, Maassluis, The Netherlands",01/29/13,12/04/15
Calderdale Mbc Markets Manager,-1466.15,-3041.26,2016,"Stalls 6/7 Market Hall, Brook Street, Todmorden, OL14 5AJ","19 Albion Street, Halifax, HX1 1DU",09/29/13,02/28/15
,-355.89,-355.89,2013,"Sandbed Garage, Burnley Road, Sandbed, Hebden Bridge        HX7 6PT",,08/03/13,05/31/14
,-14.98,-326.68,2013,"New Delight Inn, Blackshawhead, Hebden Bridge, HX7 7HT",,03/30/14,
Mosonic Ltd,-605.85,-605.85,2012,"Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ","Cliftby Works, Sandbeds Road, Pellon, HX2 0QQ",07/01/12,11/14/12
Music And The Deaf,-129.22,0,2015,"Ground Floor South Wing, 1855 Discovery Building, Discovery Road, Halifax              HX1 2NG","Fao Danny Lane, The 1855 Building, Discovery Road, Halifax, HX1 2NG",10/01/14,
G Property,-646.94,-987.79,2014,"1 Church Lane, Brighouse, HD6 1AT","25 Park Square West, Leeds, LS1 2PW",08/10/14,08/09/14
,-7.08,-7.08,2015,"5 Crown Street, Hebden Bridge, HX7 8EH",,01/22/16,
Vodafone Ltd,-90,456,2015,"Vodafone (10067) Pico, Hartshead Services Westbound, Hartshead Moor, Brighouse            HD6 4JX","C/O Ctil, Rate A/C Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",04/01/10,
Nobilia [G.B] Ltd,-1478,-1478,2016,"Unit 2 Moderna Business Park, Mytholmroyd, Hebden Bridge, HX7 5QG","Unit 1 Sandown House, Caldene Business Park, Burnley Road, Mytholmroyd, HX7 5QJ",11/01/14,08/31/15
Setbray Properties Ltd,-164.34,-164.34,2016,"Unit 6, Pennine Industrial Park, Valley Road, Hebden Bridge        HX7 8BZ","Suites 1&4 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",11/01/15,05/31/16
Drew Forsyth & Co,-215.97,-215.97,2015,"Unit 2A Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",,01/01/15,07/31/15
Kino & Co,-251.65,-450.56,2015,"Unit HM30 Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",04/01/15,04/30/16
Brisue Ltd,-48.85,-160.29,2014,"Golden Lion Hotel, Fielden Square, Todmorden, OL14 6LZ","Registered Office, 98 Rochdale Road, Todmorden, OL14 7LP",09/01/14,02/28/15
,-308.2,-308.2,2015,"Units 2,3 & 9, 32 Huddersfield Road, Brighouse, HD6 1HA",,05/01/15,06/26/15
Brogan Business Parks Ltd,-453.56,-453.56,2016,"Unit W6, Tenterfield Business Park, Luddendenfoot, Halifax             HX2 6EQ","C/O C D P Ltd, Huddersfield Road, Elland, HX5 9BW",12/27/15,
,-83,-83,2015,"95 Birds Royd Lane, Brighouse, HD6 1NG",,04/01/90,
,-285.95,-285.95,2002,"3 Bradford Road, Brighouse, HD6 1RW",,04/01/90,11/30/00
Johnson Cleaners Uk Ltd,-2387.54,-2387.54,2016,"13 Commercial Street, Brighouse, HD6 1AF","C/O Bellrock F M Ltd, Enterprise House, Sunningdale Road, Leicester, LE3 1UR",04/01/90,04/14/16
,-61.74,-61.74,2000,"Grd Flr Clifton House, Huddersfield Road, Brighouse, HD6 1LP",,04/01/90,03/23/01
,-56.88,-56.88,2002,"15 Lightcliffe Road, Brighouse, HD6 2DR",,04/01/90,03/31/94
,-537.85,-537.85,2002,"1 Park Row, Brighouse, HD6 1AB",,04/01/90,01/22/95
Universal Mobility Ltd [In Liquidation],-239.45,-1085.45,2002,"Unit 2 & G, Royd Mills Business Park, Dyehouse Lane, Brighouse           HD6 1LL","C/O Begbies Traynor, 30 Park Cross Street, Leeds, LS1 2QH",02/01/94,10/17/02
Universal Mobility Ltd [In Liquidation],-416,-1085.45,2000,"Unit 2 & G, Royd Mills Business Park, Dyehouse Lane, Brighouse           HD6 1LL","C/O Begbies Traynor, 30 Park Cross Street, Leeds, LS1 2QH",02/01/94,10/17/02
Plastic Drum Reconditioning Ltd,-515.23,-515.23,2009,"Units 25/26 Robin Hood Works, Grove Street, Brighouse, HD6 1PL","Clifton Bridge Works, Wood Street, Brighouse, HD6 1PW",04/01/97,05/31/09
Willow Print Technology Ltd,-57.78,-57.78,2004,"6 Crown Yard, Southgate, Elland, HX5 0DQ","6 Crown Yard, Southgate, Elland, HX5 0DQ",04/02/02,06/30/04
,-836.6,-836.6,2004,"1 Bank Edge Gardens, Halifax, HX2 8LA",,12/16/98,08/16/04
,-96.26,-96.26,2004,"55 Parkinson Lane, Halifax, HX1 3XL",,04/01/90,02/13/05
,-8.17,-8.17,2002,"230 Boothtown Road, Halifax, HX3 6TU",,12/21/93,03/28/95
,-16.71,-16.71,2014,"Unit 2 Riverside Works, Luddendenfoot, Halifax, HX2 6HU",,01/04/99,12/18/14
,-60,-60,2010,"3 Park Street, Brighouse, HD6 1AD",,08/30/01,07/31/10
,-38.94,-38.94,2012,"R/O Church Farm, 147 Towngate, Clifton, Brighouse           HD6 4HP",,04/01/90,
Service Garage (1981) Ltd (In Liquidation),-1817.31,-1817.31,2002,"Wakefield Road, Brighouse, HD6 1QH","C/O Messrs Halpern Woolf &, Partners, 16-18 North Parade, Bradford, BD1 3HT",04/01/90,11/11/92
,-31,-31,2002,"Unit 6 Phoenix Street Works, Phoenix Street, Brighouse, HD6 1PD",,04/01/92,12/31/94
,-101.28,-101.28,2001,"20 West Park Street, Brighouse, HD6 1DU",,03/24/96,01/08/01
Raven Marketing Services Ltd[In Liquidation],-213.13,-213.13,2002,"Britannia Buildings, Briggate, Elland, HX5 9DP","C/O Kroll Buchler Phillips, 5TH Floor, Airedale House, 77 Albion Street, Leeds, LS1 5AP",07/05/93,03/14/01
Crossway (Access Systems)Ltd[In Admin Receivership],-561.86,-561.86,2002,"Burley Street Works, Burley Street, Elland, HX5 0AQ","C/O Deloitte & Touche, 10-12 East Parade, Leeds, LS1 2AJ",04/01/90,01/16/96
Mobus Fabrics Ltd,-513,-513,2002,"Unit 1, Heathfield Industrial Estate, Heathfield Street, Elland              HX5 9AE","Unit 8/9, Heathfield Industrial Estate, Heathfield Street, Elland, HX5 9AE",02/01/00,10/31/02
Instant Cooling Equipment Ltd (In Admin Receivership),-71.45,-71.45,2002,"Unit 2, James Street, Elland, HX5 0HB","C/O Messrs Leonard Curtis, Po Box 553, 30 Eastbourne Terrace, London, W2 6LF",04/01/90,10/23/91
Andy's Records Ltd,-701.73,-701.73,2003,"8 Cheapside, Halifax, HX1 1TQ","[In Administration], C/O Robson Rhodes, 186 City Road, London, EC1 V2NU",11/18/93,05/27/03
,-49.04,-49.04,2006,"140 Gibbet Street, Halifax, HX1 5LE",,12/21/92,05/31/06
Halifax Auto Insurance Repair Centre Ltd,-76.79,-76.79,2002,"211 Gibbet Street, Halifax, HX1 5JW","Not Known, Don'T Refund Per Jim",04/06/92,03/20/94
Joseph Walker & Son Ltd [In Receivership],-275.75,-275.75,2002,"R/O 543 Gibbet Street, Halifax, HX2 0AL","C/O Pannell Kerr Forster, Pannell House, 6 Queen Street, Leeds, LS1 2TW",04/01/90,11/09/94
Coppernob Group Holdings Ltd(In Administration),-458.12,-458.12,2002,"10 Corn Market, Halifax, HX1 1TH","C/O Messrs Simms & Partners, P O Box 5, Lutterworth, Leicestershire, LE17 4UF",08/18/90,08/07/92
Cristel Paint Finishers Ltd [In Administration],-142.2,-142.2,2004,"Dunkirk Mills, Dunkirk Lane, Halifax, HX1 3TB","C/O O'Hara & Co, Wesley House, Huddersfield Road, Birstall, WF17 9EJ",11/26/91,10/12/04
,-0.41,-0.41,2012,"9 Lane Ends Terrace, Halifax Road, Hipperholme, Halifax              HX3 8HJ",,08/01/98,
,-185.8,-185.8,2002,"6 Lord Street, Halifax, HX1 5AE",,09/23/96,08/16/98
,-0.81,-0.81,2012,"30 Marsh Lane, Southowram, Halifax, HX3 9UF",,04/01/90,
,-1.41,-1.41,2012,"7 Park View, Stainland, Halifax, HX4 9HJ",,09/29/97,
B.T Plc,-115.5,1521.5,2013,"Hanson Lane, Halifax, HX1 5PG","Colliers Int Rating Uk Llp, 12th Flr, 11 Brindleyplace, 2 Brunswick Square, Brindleyplace, Birmingham, B1 2LP",04/01/95,
Aquabeau Ltd [Dissolved],-1857.37,-1857.37,2005,"Aquarius Building, 190 Hanson Lane, Halifax, HX1 4SD","C/O The Treasury Solicitor, One Kemble Street, London, WC2B 4TS",04/01/90,03/23/06
,-31.63,-31.63,2009,"New Inn, Heath Hill Road, Halifax, HX2 0UT",,08/08/01,03/21/10
Pubmaster Ltd Fao Julie Nickson,-27,-27,2002,"Talbot Inn, 99 Keighley Road, Halifax, HX2 8JE","Greenbank, Hartlepool, Cleveland, TS24 7QS",07/20/93,10/26/93
,-13589.07,-112580.43,2005,"Beechwood Medical Centre, Keighley Road, Halifax, HX2 8AL",,09/01/98,10/13/12
,-8.72,-8.72,2008,"218 King Cross Road, Halifax, HX1 3JP",,04/07/97,09/27/08
,-1.08,-1.08,2012,"267 Queens Road, Halifax, HX1 4NS",,04/23/00,
Saw Services (Halifax) Ltd [In Liquidation],-198.27,-4864.12,2001,"Unit 2 Copperwood Court, Queens Road, Halifax, HX1 3NS","C/O Baker Tilly, 2 Whitehall Quay, Leeds, LS1 4HG",04/01/90,08/31/01
Saw Services (Halifax) Ltd [In Liquidation],-109.74,-4864.12,2000,"Unit 2 Copperwood Court, Queens Road, Halifax, HX1 3NS","C/O Baker Tilly, 2 Whitehall Quay, Leeds, LS1 4HG",04/01/90,08/31/01
,-57.97,-57.97,2004,"298 Rochdale Road, Greetland, Halifax, HX4 8JG",,11/01/96,03/15/05
,-94.21,-94.21,2002,"76 Saddleworth Road, Greetland, Halifax, HX4 8AG",,06/07/90,01/06/92
Skypride Travel Ltd [In Receivership],-169.35,-169.35,2002,"29 Union Street, Halifax, HX1 1PR","C/O Mayfields, Church Steps House, Queensway, Halesowen, B63 4AB",01/13/92,10/09/96
Pellon Builders (Hx) Ltd- (In Liquidation),-94.51,-94.51,2002,"Drakes Industrial Estate, Shay Lane, Halifax, HX3 6RL","C/O Messrs Cork Gulley, Albion Court, 5 Albion Place, Leeds, LS1 6JP",04/01/90,11/23/92
,-0.05,-0.05,2012,"44/46 South Parade, Halifax, HX1 2LY",,04/01/92,
,-42.23,-42.23,2004,"Opp 9 Southedge Terrace, Hipperholme, Halifax, HX3 8JT",,04/01/90,03/18/05
,-61.7,-61.7,2002,"18 St James Square, Northowram, Halifax, HX3 7HL",,02/02/96,08/31/96
Richard Craven (Kly) Ltd,-43,-42.2,2014,"Adj 36 Pellon Lane, Halifax, HX1 5SP","Units 2-3, Gresley Road Industrial Estate, Keighley, BD21 5JG",04/01/00,
,-75.52,-75.52,2012,"Adj 1 Clare Street, Halifax, HX1 2LF",,09/18/00,
,-6.23,-6.23,2006,"Unit 25 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",,04/01/01,03/20/07
,-79.3,-79.3,2002,"Suite 3, 1st Floor, Burlees House, Hangingroyd Lane, Hebden Bridge       HX7 7DD",,04/01/95,03/31/96
,-110.62,-110.62,2003,"1/3 Market Street, Hebden Bridge, HX7 6EU",,04/01/90,03/10/04
,-9.98,-9.98,2016,"Slack Top, Heptonstall, Hebden Bridge, HX7 7HA",,04/01/90,09/19/16
,-521.8,-521.8,2012,"Vale Mill, Cragg Vale, Hebden Bridge, HX7 5TD",,04/01/90,
,-518.26,-518.26,2010,"19 West End, Hebden Bridge, HX7 8UQ",,04/01/90,11/26/10
,-0.54,-0.54,2012,"Florists, Beech Road, Sowerby Bridge, HX6 2LR",,04/01/90,
,-60.7,-60.7,2002,"9 Victoria Road, Halifax, HX1 5PT",,10/01/02,02/28/03
,-112.85,-112.85,2002,"Adj 9 Wade House Road, Shelf, Halifax, HX3 7PF",,06/01/98,10/01/99
,-309.31,-309.31,2002,"Star Garage, Wakefield Road, Halifax, HX3 0TP",,04/01/90,05/31/00
,-150.63,-150.63,2012,"Gate Stoops Farm, Winterburn Road, Luddendenfoot, Halifax             HX2 6DA",,04/01/93,
Marks & Spencer Plc,-0.04,88963.96,2013,"29 Woolshops, Halifax, HX1 1RU","Attn Karen Riley, Business Rates, Alexandra Court, 200-220 The Quays, Salford, M50 3WY",12/30/97,
,-30.55,-30.55,2002,"1st Floor, 10 Albert Street, Hebden Bridge, HX7 8AH",,01/29/95,04/01/95
,-180,-180,2001,"The Thirsty Turtle, May Royd Burnley Road, Hebden Bridge, HX7 8NU",,10/18/97,05/31/99
,-639.35,-639.35,2002,"Carlton Street, Hebden Bridge, HX7 8ES",,04/01/90,10/06/91
Jowett Insurance Services Ltd [In Liquidation],-26.03,-26.03,2002,"5 Town Hall Street, Sowerby Bridge, HX6 2QD","C/O Sargent & Co, 4 Wards End, Halifax, HX1 1BX",04/01/90,03/21/96
,-53.41,-53.41,2004,"900 Burnley Road, Todmorden, OL14 8PJ",,05/31/96,03/16/05
Software Partisans Ltd,-32,-32,2002,"Unit 2, Dancroft Industrial Units, Gauxholme Fold, Todmorden           OL14 5AG",,01/17/98,05/31/99
,-36.66,-36.66,2005,"139 Halifax Road, Todmorden, OL14 5BE",,11/21/01,02/19/06
,-159.03,-159.03,2002,"Rope And Anchor Inn, 132 Halifax Road, Todmorden, OL14 5QR",,11/28/95,12/03/97
,-20,-20,2002,"Council Offices, Oldham Road, Ripponden, Sowerby Bridge      HX6 4DN",,02/18/91,03/31/01
,-16.53,-16.53,2011,"Ambulance Hall, Victoria Road, Todmorden, OL14 5LP",,04/01/90,05/24/11
,-210.37,0,2007,"15 Water Street, Todmorden, OL14 5AB",,10/01/00,06/01/08
Falk Europe Ltd,-87.23,-87.23,2007,"Part 2ND Floor, Woodvale House, Woodvale Road, Brighouse            HD6 4AB","2nd Floor, Woodvale House, Woodvale Road, Brighouse, HD6 4AB",03/26/03,03/31/08
,-544.9,-826.69,2010,"The Mill, Gardeners Square, Hipperholme, Halifax              HX3 8LL",,05/03/03,07/31/11
,-86.28,-86.28,2007,"Unit 3/4 Queens Road Works, Queens Road, Halifax, HX1 3XX",,06/01/03,02/07/08
,-6.37,-6.37,2005,"8 Church Street, Brighouse, HD6 3NF",,06/04/03,06/10/05
,-62.45,-858.05,2009,"Bulls Head Hotel, Town Hall Street, Sowerby Bridge, HX6 2EA",,07/25/03,05/17/09
,-3.4,-3.4,2003,"74 Huddersfield Road, Elland, HX5 9AA",,07/25/03,10/14/03
Tefonica O2 (Uk) Ltd,-193.36,-106.36,2010,"Telecommunications Mast, Site Ref 15864 Brow Mills, Brighouse Road, Halifax              HX3 8DD","Fao Telecoms Rating Team, C/O Cluttons Llp, Portman House, 2 Portman Street, London, W1H 6DU",04/01/03,
,-6.53,-6.53,2008,"23 West End, Hebden Bridge, HX7 8UQ",,08/16/03,03/29/09
Specsavers Optical Superstores Ltd,-581.8,3552.2,2015,"80a Commercial Street, Brighouse, HD6 1AQ","r2g Ltd, Unit 8, Thame Park Business Centre, Wenman Road, Thame, Oxon, OX9 3XA",01/26/04,
Connexions (West Yorkshire),-1766.88,-1766.88,2008,"Second & Third Floors, Park View House, Woodvale Road, Brighouse            HD6 4AB","2nd Floor & 3rd Floors, Park View House, Woodvale Road, Brighouse, HD6 4AB",08/31/02,06/29/08
,-253.25,-555.13,2009,"South Grain Farm, Bacup Road, Todmorden, OL14 7HT",,05/28/04,12/31/08
Beds By Design Ltd,-0.5,2999.5,2014,"Unit 19, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS","Unit 19 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",04/01/03,
,-8.77,-8.77,2005,"32 Town Hall Street, Sowerby Bridge, HX6 2EA",,11/24/03,10/13/05
,-3107.38,-3107.38,2006,"17/21 The Old Arcade, Halifax, HX1 1TJ",,02/04/04,11/30/05
Dodnaze Community Association,-0.03,-0.03,2011,"54 Hirst Grove, Hebden Bridge, HX7 8DN","Dodnaze Community Centre, 54 Hirst Grove, Hebden Bridge, HX7 8DN",06/21/04,
Wilko Retail Ltd,-0.01,43489.99,2013,"Briggate, Brighouse, HD6 1EF","C/O Rate Account Management, Colliers Int Rating Uk Llp, 12th Flr Eleven Brindleyplace, 2 Brunswick Square, Brindleyplace, Birmingham, B1 2LP",11/29/04,
Admedia Ltd,-0.04,439.96,2014,"Ad Rt Adm'Ia Bd 2420-2426 Wb, Hartshead Moor Service Area, Hartshead Moor, Brighouse            HD6 4JX","320 Regent Street, London, W1B 3BE",04/01/04,
,-91.84,-91.84,2012,"Unit 7, Mill Lane, Halifax, HX3 6TR",,04/01/05,
Vodafone Ltd,-231,-33.69,2013,"Television Mast, Land Near Tinker Hey Farm, North Dean Road, Greetland            HX4 8QA","C/O Ctil, Rate A/C Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",11/01/04,
,-0.02,-0.02,2012,"Lower Brockholes Farm, Lane Head Lane, Ogden, Halifax              HX2 8XQ",,11/15/04,
