Organisation,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale,20/05/2014,A & W DAWSON,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£552.40
Rochdale,21/05/2014,A & W DAWSON,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£797.00
Rochdale,21/05/2014,A & W DAWSON,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£500.00
Rochdale,29/05/2014,A & W DAWSON,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£796.60
Rochdale,29/05/2014,A & W DAWSON,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£500.00
Rochdale,06/05/2014,A W COLEMAN,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£4,094.60"
Rochdale,08/05/2014,ANDY HARROP,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,232.00"
Rochdale,01/05/2014,FAISAL S BUTT,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£720.00
Rochdale,29/05/2014,FAISAL S BUTT,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,520.00"
Rochdale,08/05/2014,H A BURROW,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£588.00
Rochdale,29/05/2014,H A BURROW,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£630.00
Rochdale,29/05/2014,H A BURROW,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£640.00
Rochdale,29/05/2014,H A BURROW,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£784.00
Rochdale,01/05/2014,MR GARY P DAWSON,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,097.25"
Rochdale,21/05/2014,MR GARY P DAWSON,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,596.00"
Rochdale,09/05/2014,MR J P O`HARA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,091.53"
Rochdale,08/05/2014,MR J P O`HARA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,091.53"
Rochdale,09/05/2014,MR J P O`HARA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,028.50"
Rochdale,09/05/2014,MR J P O`HARA,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,320.00"
Rochdale,20/05/2014,TARIQ CHOHAN,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,464.00"
Rochdale,16/05/2014,RH ENVIRONMENT LTD,Unclassifiable,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,£540.00
Rochdale,08/05/2014,MR D ROUND,Unclassifiable,ECONOMY AND ENVIRONMENT,ENERGY EFFICIENCY MEASURE,"£1,976.94"
Rochdale,13/05/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,£534.60
Rochdale,28/05/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,069.20"
Rochdale,22/05/2014,REDACTED - PERSONAL DATA,Unclassifiable,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,£534.60
Rochdale,08/05/2014,DB ROCHDALE LTD,Unclassifiable,LEARNING DIS & MENTAL HEALTH,GENERAL,£797.50
Rochdale,01/05/2014,RAINBOW SCENT,Unclassifiable,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£5,000.00"
Rochdale,30/04/2014,PAUL BROADBENT,Unclassifiable,LEARNING DIS & MENTAL HEALTH,LD FORUM - DAY CARE,£714.00
Rochdale,27/05/2014,PAUL BROADBENT,Unclassifiable,LEARNING DIS & MENTAL HEALTH,LD FORUM - DAY CARE,£578.00
Rochdale,30/04/2014,CHANCES,Unclassifiable,EARLY HELP AND SCHOOLS,LOOKED AFTER CHILDREN PUPIL PREMIUM,"£1,940.00"
Rochdale,06/05/2014,MR D ROUND,Unclassifiable,ECONOMY AND ENVIRONMENT,MISCELLANEOUS ECR,£675.00
Rochdale,29/05/2014,WRIGLEY CLAYDON,Unclassifiable,ECONOMY AND ENVIRONMENT,ROCH VALLEY TRAIL,"£329,775.00"
Rochdale,09/05/2014,RALPH LIVESEY,Unclassifiable,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,£667.93
Rochdale,22/05/2014,RALPH LIVESEY,Unclassifiable,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,£814.48
Rochdale,30/05/2014,AUDREY WILLIAMSON,Unclassifiable,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN BOARD,£993.28
Rochdale,27/05/2014,ROCHDALE MEDIATION SERVICE,Unclassifiable,CUSTOMERS & CORPORATE SERVICES,SAFER COMMUNITIES COMMISSIONING,"£5,000.00"
Rochdale,27/05/2014,ROCHDALE MEDIATION SERVICE,Unclassifiable,CUSTOMERS & CORPORATE SERVICES,SAFER COMMUNITIES COMMISSIONING,"£1,750.00"
Rochdale,23/05/2014,MR D ROUND,Unclassifiable,ECONOMY AND ENVIRONMENT,SITE DEVELOPMENT FUND,£636.00
Rochdale,08/05/2014,TERENCE COSTIGAN,Unclassifiable,CUSTOMERS & CORPORATE SERVICES,WARDS FUND,£900.00
Rochdale,21/05/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£2,853.95"
Rochdale,12/05/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,ALL CREMETORIA,£899.49
Rochdale,14/05/2014,SHELL GAS LTD,Utilities,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,"£3,619.50"
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,ECONOMY AND ENVIRONMENT,BOWLING GREENS,"£1,252.30"
Rochdale,12/05/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,BOWLING GREENS,£721.22
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,PROPERTY AND HIGHWAYS,CAR PARKS  GENERAL,£799.66
Rochdale,12/05/2014,UNITED UTILITIES WATER LIMITED,Utilities,CUSTOMERS & CORPORATE SERVICES,CASTLETON COMMUNITY CENTRE,£596.48
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,£793.47
Rochdale,30/04/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"£2,886.70"
Rochdale,19/05/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"£1,147.57"
Rochdale,19/05/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"£3,061.30"
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,LEARNING DIS & MENTAL HEALTH,COMMUNITY RESTART,£596.58
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,ECONOMY AND ENVIRONMENT,COUNTRYSIDE OPERATIONS,"£1,255.92"
Rochdale,08/05/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,COUNTRYSIDE OPERATIONS,£568.51
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,CHILDREN’S SOCIAL CARE,CROSSFIELD MILL,"£1,264.48"
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"£1,841.71"
Rochdale,19/05/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"£1,063.25"
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,ECONOMY AND ENVIRONMENT,GREAT HOWARTH HOSTEL,£605.31
Rochdale,21/05/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,GREAT HOWARTH HOSTEL,£846.24
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,PROPERTY AND HIGHWAYS,HANSON CLOSE INDUSTRIAL ESTATE,£668.96
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,PROPERTY AND HIGHWAYS,INDUSTRIAL ESTATE,"£4,861.69"
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,EARLY HELP AND SCHOOLS,LANGLEY CHILDRENS CENTRE,"£1,483.54"
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,LEARNING DIS & MENTAL HEALTH,LD PROVIDER MANAGEMENT & ADMIN,"£1,294.92"
Rochdale,20/05/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,LEARNING DIS & MENTAL HEALTH,LD PROVIDER MANAGEMENT & ADMIN,"£1,025.42"
Rochdale,12/05/2014,UNITED UTILITIES WATER LIMITED,Utilities,LEARNING DIS & MENTAL HEALTH,LD PROVIDER MANAGEMENT & ADMIN,£887.39
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,ECONOMY AND ENVIRONMENT,LEOPOLD COURT,£643.85
Rochdale,28/05/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,PROPERTY AND HIGHWAYS,LITTLEBOROUGH COMMUNITY CAMPUS,"£3,830.30"
Rochdale,19/05/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,CUSTOMERS & CORPORATE SERVICES,LITTLEBOROUGH LIBRARY,£732.23
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,PROPERTY AND HIGHWAYS,MANAGEMENT OF PROPERTIES,£531.39
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,EARLY HELP AND SCHOOLS,NEWBOLD CHILDRENS CENTRE,"£1,159.18"
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,ECONOMY AND ENVIRONMENT,PARKS HEYWOOD,£521.04
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,ECONOMY AND ENVIRONMENT,PARKS ROCHDALE,"£1,329.52"
Rochdale,12/05/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,PARKS ROCHDALE,£681.39
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,PROPERTY AND HIGHWAYS,PHOENIX CLOSE IND ESTATE - MICRO,"£1,145.25"
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,ECONOMY AND ENVIRONMENT,ROCH VALE CARAVAN SITE,£608.56
Rochdale,12/05/2014,UNITED UTILITIES WATER LIMITED,Utilities,PHYSICAL DIS & OLDER PEOPLE,RONALD GORTON CENTRE,£776.75
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,PHYSICAL DIS & OLDER PEOPLE,SPRINGHILL EMI UNIT,£929.78
Rochdale,19/05/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,PHYSICAL DIS & OLDER PEOPLE,SPRINGHILL EMI UNIT,£926.53
Rochdale,12/05/2014,UNITED UTILITIES WATER LIMITED,Utilities,PHYSICAL DIS & OLDER PEOPLE,SPRINGHILL EMI UNIT,"£2,021.81"
Rochdale,13/05/2014,SWALEC,Utilities,ECONOMY AND ENVIRONMENT,TOWN CENTRE DEMOLITIONS,£966.99
Rochdale,13/05/2014,SWALEC,Utilities,ECONOMY AND ENVIRONMENT,TOWN CENTRE DEMOLITIONS,£969.97
Rochdale,19/05/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,ECONOMY AND ENVIRONMENT,TOWN HALL,"£4,169.34"
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,CHILDREN’S SOCIAL CARE,TOWNHEAD,£636.53
Rochdale,19/05/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,CHILDREN’S SOCIAL CARE,TOWNHEAD,£722.39
Rochdale,29/05/2014,BRITISH GAS BUSINESS,Utilities,PHYSICAL DIS & OLDER PEOPLE,TUDOR COURT REHAB UNIT,£593.87
Rochdale,19/05/2014,CORONA ENERGY RETAIL 4 LIMITED,Utilities,PHYSICAL DIS & OLDER PEOPLE,TUDOR COURT REHAB UNIT,£988.99
Rochdale,12/05/2014,UNITED UTILITIES WATER LIMITED,Utilities,ECONOMY AND ENVIRONMENT,WHITWORTH ROAD,"£1,460.43"
Rochdale,13/05/2014,EDF ENERGY 1 LIMITED,Vehicle Management,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£31,346.58"
Rochdale,13/05/2014,CHEVRON LIMITED,Vehicle Management,EARLY HELP AND SCHOOLS,BRIDGEFOLD LODGE,"£1,897.83"
Rochdale,09/05/2014,ALLSTAR BUSINESS SOLUTIONS LTD,Vehicle Management,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,£560.26
Rochdale,13/05/2014,EDF ENERGY 1 LIMITED,Vehicle Management,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,£641.01
Rochdale,06/05/2014,TRAKM8 LIMITED,Vehicle Management,ECONOMY AND ENVIRONMENT,EMS TRANSFORMATION PROJECT PHASE 1 REV,"£1,836.00"
Rochdale,23/05/2014,DYSON INSULATIONS LTD,Vehicle Management,ECONOMY AND ENVIRONMENT,ENERGY EFFICIENCY MEASURE,"£1,500.00"
Rochdale,20/05/2014,RIVERSIDE TRUCK RENTAL,Vehicle Management,ECONOMY AND ENVIRONMENT,FLEET OP COSTS GROUPED,"£138,262.20"
Rochdale,22/05/2014,EDF ENERGY 1 LIMITED,Vehicle Management,PROPERTY AND HIGHWAYS,LITTLEBOROUGH COMMUNITY CAMPUS,"£2,712.67"
Rochdale,28/04/2014,THE ENERGY SAVERS LTD,Vehicle Management,EARLY HELP AND SCHOOLS,SALIX LOANS TO SCHOOLS,"£4,162.40"
Rochdale,29/05/2014,THE ENERGY SAVERS LTD,Vehicle Management,EARLY HELP AND SCHOOLS,SALIX LOANS TO SCHOOLS,£850.00
Rochdale,29/05/2014,THE ENERGY SAVERS LTD,Vehicle Management,EARLY HELP AND SCHOOLS,SALIX LOANS TO SCHOOLS,£954.40
Rochdale,19/05/2014,ALLSTAR BUSINESS SOLUTIONS LTD,Vehicle Management,ECONOMY AND ENVIRONMENT,STREETS MIDDLETON GENERAL,£569.48
Rochdale,19/05/2014,ALLSTAR BUSINESS SOLUTIONS LTD,Vehicle Management,ECONOMY AND ENVIRONMENT,STREETS ROCHDALE GENERAL,£545.77
Rochdale,08/05/2014,EDF ENERGY 1 LIMITED,Vehicle Management,ECONOMY AND ENVIRONMENT,TOWN HALL,"£2,459.03"
Rochdale,20/05/2014,LANDMARK GROUNDS MAINTENANCE SUPPLIES,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,ARBORICULTURE,"£1,465.35"
Rochdale,09/05/2014,F PARKINSON LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BOARSHAW - PLACE PLANNING,"£85,327.59"
Rochdale,21/05/2014,A E YATES LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,BOROUGH-WIDE CODE OF PRACTICE DEV,"£4,625.56"
Rochdale,20/05/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£13,832.21"
Rochdale,20/05/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£3,529.78"
Rochdale,20/05/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£12,822.76"
Rochdale,20/05/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,£913.68
Rochdale,20/05/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£1,118.57"
Rochdale,20/05/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£1,521.46"
Rochdale,20/05/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,£510.54
Rochdale,20/05/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£2,090.70"
Rochdale,20/05/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£4,069.58"
Rochdale,06/05/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,£996.72
Rochdale,23/05/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,£996.72
Rochdale,28/04/2014,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,"£334,771.75"
Rochdale,29/05/2014,ROCHDALE DEVELOPMENT AGENCY,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,BUSINESS SUPPORT (S106 158K),"£25,000.00"
Rochdale,01/05/2014,TYNETEC LTD,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,CARELINE,"£6,535.63"
Rochdale,20/05/2014,NAB CONTRACTORS LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,DALE MILL (HMRF),"£3,890.00"
Rochdale,06/05/2014,ADAPT BUILDING SERVICES LTD,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£3,310.00"
Rochdale,21/05/2014,FLETCHER BUILDING SERVICES LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£3,780.00"
Rochdale,30/04/2014,NEIL SIMPSON & SON                   (S),"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£3,872.73"
Rochdale,16/05/2014,ST JOHNS DOMESTIC LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£3,140.00"
Rochdale,21/05/2014,ST JOHNS DOMESTIC LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£3,375.00"
Rochdale,20/05/2014,NICEIC GROUP LIMITED,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,DISTRICT SURVEYORS ASSOCIATION,"£1,825.00"
Rochdale,30/04/2014,ROCHDALE DEVELOPMENT AGENCY,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,ECONOMIC AFFAIRS EXT GRANTS,"£162,850.00"
Rochdale,30/04/2014,ROCHDALE DEVELOPMENT AGENCY,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,ECONOMIC AFFAIRS EXT GRANTS,"£24,601.35"
Rochdale,29/04/2014,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,EVENTS GENERAL,"£2,480.00"
Rochdale,28/05/2014,KABERRY CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,FALINGE PARK DEPOT - RE-ROOF 326,"£12,365.00"
Rochdale,12/05/2014,PLP CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,FASHION CORNER WORKS TO NEW ACCOMMOD 348,"£35,256.05"
Rochdale,14/05/2014,FREIGHT TRANSPORT ASSOCIATION,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,FLEET OP COSTS GROUPED,£883.00
Rochdale,23/05/2014,A E YATES LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,FLOOD RISK MGT INFRASTRUCTURE,"£1,098.74"
Rochdale,28/05/2014,ISAAC BUTTERWORTH (IRONFOUNDERS) LIMITED,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,HEYWOOD CEMETERY IMPROVEMENTS,"£1,875.00"
Rochdale,08/05/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HEYWOOD RISING BOLLARD,£525.00
Rochdale,29/04/2014,MANCHESTER WORKING LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,HIA,"£16,625.08"
Rochdale,06/05/2014,MANCHESTER WORKING LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,HIA,"£16,625.12"
Rochdale,21/05/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP HALIFAX ROAD (MCOCK),"£6,571.27"
Rochdale,23/05/2014,A E YATES LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP HUDDERSFIELD ROAD,"£38,623.70"
Rochdale,13/05/2014,INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,HOLLINGWORTH PFI,"£313,209.69"
Rochdale,16/05/2014,ANTHONY COLLINS SOLICITORS LLP,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,HOMELESS TRANSFER COSTS,"£2,769.50"
Rochdale,15/05/2014,CRUDEN CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,HOPWOOD - PLACE PLANNING,"£21,483.28"
Rochdale,06/05/2014,CONNEVANS LIMITED,"Works - Construction, Repair & Maintenance",CUSTOMERS & CORPORATE SERVICES,ICT OVERHEADS,"£2,128.95"
Rochdale,14/05/2014,CONNEVANS LIMITED,"Works - Construction, Repair & Maintenance",CUSTOMERS & CORPORATE SERVICES,ICT OVERHEADS,"£2,238.00"
Rochdale,14/05/2014,PERFORMANCE DOORSET SOLUTIONS LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,LEOPOLD COURT,£898.68
Rochdale,28/04/2014,RIDGETECH LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,MERCURY ABATEMENT,"£1,627.35"
Rochdale,08/05/2014,TAYLOR & STOTT LTD                   (S),"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,MERCURY ABATEMENT,"£1,165.20"
Rochdale,15/05/2014,JUBB & JUBB LIMITED,"Works - Construction, Repair & Maintenance",CUSTOMERS & CORPORATE SERVICES,MIDDLETON LIBRARY REFURB,£808.00
Rochdale,02/05/2014,HAROLD ADDY & PARTNERS,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,MISCELLANEOUS ECR,"£1,980.00"
Rochdale,06/05/2014,HAROLD ADDY & PARTNERS,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,MISCELLANEOUS ECR,"£1,980.00"
Rochdale,07/05/2014,KABERRY CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,NEWHEY - PLACE PLANNING,"£72,397.83"
Rochdale,19/05/2014,KABERRY CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,NEWHEY - PLACE PLANNING,"£37,816.18"
Rochdale,23/05/2014,A E YATES LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,OGDEN LANE RETAINING WALL,"£53,233.07"
Rochdale,21/05/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,PILSWORTH ROAD BOLLARD/CCTV,"£7,935.71"
Rochdale,08/05/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,PRINCESS ST YARD RESURFACING,£765.00
Rochdale,08/05/2014,TOMAX BUILDING SERVICES LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,REFURB OF RDALE CEMETERY LODGE (1&2),"£26,348.34"
Rochdale,29/05/2014,TOMAX BUILDING SERVICES LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,REFURB OF RDALE CEMETERY LODGE (1&2),"£29,033.90"
Rochdale,16/05/2014,D & M DEMOLITIONS LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,SITE DEVELOPMENT FUND,"£19,000.00"
Rochdale,09/05/2014,J GREENWOOD (BUILDERS) LIMITED       (S),"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,ST ANDREW'S CE - PLACE PLANNING,"£106,745.70"
Rochdale,19/05/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,ST CUTHBERTS RC SECONDARY(BSF),"£787,704.40"
Rochdale,08/05/2014,CONNELL BROTHERS LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,TOWN CENTRE DEMOLITIONS,"£375,083.75"
Rochdale,08/05/2014,J GREENWOOD (BUILDERS) LIMITED       (S),"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,TOWN HALL REROOFING WORKS- PH1 CLOCK TOW,"£33,423.37"
Rochdale,08/05/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,WAN CONNECTIVITY CHARGES,"£21,124.95"
Rochdale,08/05/2014,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,WARDLE AND FALINGE PFI,"£369,425.23"
Rochdale,13/05/2014,CUNDALL,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,"£1,250.00"
Rochdale,28/05/2014,GLOBE  CONSTRUCTION SERVICES LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,"£128,392.50"
Rochdale,21/05/2014,SMW ARCHITECTS,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,WHEATSHEAF ENTRANCE WORK,"£10,500.00"
